,log2FC_rna,pvalue_rna,adjustedpvalue_rna,-log(adjustedp)_rna,category_rna,log2FC_prot,pvalue_prot,adjustedpvalue_prot,-log(adjustedp)_prot,category_prot
CEP89,0.9739602990057624,4.053155682165148e-06,1.0400277723416124e-05,4.982955063380383,Not Significant,0.7140368951920465,0.0009408444443468,0.0014717838625197,2.8321559632370072,Not Significant
CMC1,0.1714270587741868,0.0799587590586633,0.0987258902753983,1.00556894125868,Not Significant,-1.5689160489632326,6.6543020981136005e-18,1.248011361067828e-16,15.903781461106634,Down
CMC2,0.0296572456996404,0.7517768425414935,0.7785956524892572,0.1086880256181098,Not Significant,-1.0956398820306466,8.612333250407642e-08,2.218954871373593e-07,6.65385153026584,Down
COA1,0.7284514325728253,1.581873210552069e-06,4.416793437666725e-06,5.35489291112857,Not Significant,-0.6842877194946553,6.942763476012096e-06,1.4018860334007744e-05,4.853287290989165,Not Significant
COA3,-0.2043988783486519,0.183865483593848,0.2143324325068763,0.6689121071054632,Not Significant,-0.9441065993262948,1.1510249815645262e-06,2.5782266049290195e-06,5.58867891438942,Not Significant
COA4,1.516059446939508,9.064062481061297e-18,7.546393837538141e-16,15.122260533218476,Up,0.2523830224455038,0.0330840536744602,0.0423685918673051,1.372955969664846,Not Significant
COA5,-0.0672613690931562,0.3052541593639742,0.3430533691915079,0.4646383110290291,Not Significant,-0.8862677977107991,2.806658115236461e-06,5.965796267407867e-06,5.224331581924565,Not Significant
COA6,-0.8772615605674012,1.968913989828684e-06,5.378210285665446e-06,5.269362221056804,Not Significant,-2.099964915670413,1.8365805522569936e-16,2.068935819095568e-15,14.68425298146813,Down
COA7,-0.2574680079845031,0.1895039812059243,0.2206499198645956,0.6562962259433702,Not Significant,-1.0180991284734753,1.3574854077306372e-10,4.977127724222683e-10,9.303021214145796,Down
COX11,-0.6922159465333202,1.4422775486051152e-08,6.361429082595417e-08,7.196445309985695,Not Significant,-0.6124063504010709,5.545423873417678e-07,1.293352388492149e-06,5.888283130551206,Not Significant
COX14,-0.530223359088108,0.0023317935131407,0.0036578149877576,2.436778264914264,Not Significant,-0.1835220621962347,0.1003568317137345,0.1205695130780543,0.9187624929901116,Not Significant
COX15,-0.4292389815570878,0.0024062720425377,0.0037687786934896,2.4237993640144744,Not Significant,-0.9583456418291648,9.613105335557578e-09,2.79193117851057e-08,7.554095291335938,Not Significant
COX17,-0.2117145491475724,0.0956068201188318,0.116590407927764,0.9333371781824946,Not Significant,-1.1708367859163014,1.862007083827054e-08,5.2255680063509854e-08,7.281866495912301,Down
COX18,0.0208678018774097,0.8202922300541386,0.84099571805062,0.0752062154169768,Not Significant,-0.6962935304096738,1.2883815986237086e-10,4.743814665749622e-10,9.32387228659458,Not Significant
COX19,0.0676311118140553,0.6198062395758609,0.6545684094231285,0.184044958307385,Not Significant,-1.0044351747629423,1.02620395609676e-13,6.024679627191863e-13,12.220066042502816,Down
COX20,0.1949956558906009,0.0741135584528378,0.0920162666815243,1.036135391072352,Not Significant,-0.59816523019821,2.146428396118445e-05,4.0882293092766514e-05,4.388464752560109,Not Significant
COX4I1,-0.8003966695705884,9.413184179322146e-06,2.238102842164062e-05,4.650119961257991,Not Significant,-2.2423133706120035,9.26655703228631e-18,1.6658996916937514e-16,15.778351152182172,Down
