gene_name,log2FC,pvalue,adjustedpvalue,-log(adjustedp),category
A1BG,-0.631471507435128,0.04562210980157772,0.05778915304175707,1.2381536705100271,Not Significant
A2M,3.2141457740541135,1.201430106172102e-08,4.3505416569294594e-08,7.361456668569283,Up
AAAS,1.155436097681104,6.279722837066215e-07,1.6338307815238906e-06,5.786792926050881,Up
AACS,-1.8770859461891423,5.075410794328405e-15,5.5860438577724516e-14,13.252895658840206,Down
AADAT,-0.575575164494385,4.5827680686235194e-05,8.79535254778307e-05,4.0557467478508435,Not Significant
AAED1,1.597543132836691,7.494199186723202e-18,1.3385915355859848e-16,15.87335192552998,Up
AAGAB,-0.39736714433839637,0.021807145133668476,0.028867960588249173,1.5395838962909052,Not Significant
AAK1,-1.7007886585905148,3.782413065147207e-15,4.247940827011479e-14,13.371821541522015,Down
AAMDC,1.0597314572930756,5.545908425939883e-09,2.134867462090882e-08,7.670629081889208,Up
AAMP,0.2521531645069217,0.03067557441269411,0.03983317048639862,1.399755124925122,Not Significant
AAR2,1.1940226251506267,9.202026248705332e-20,2.3117509334029302e-18,17.636058958346453,Up
AARS,-0.5620417674119551,0.0002579492103303946,0.00044641476462264126,3.3502614500738344,Not Significant
AARS2,0.10589516688056122,0.22312209844581826,0.25615179712172914,0.5915025928334632,Not Significant
AARSD1,-0.03365145734822228,0.806765650731055,0.8268752839011749,0.08255998935677754,Not Significant
AASDHPPT,-1.2305624822762091,0.00020757019548712827,0.0003639161415484389,3.438998680797537,Down
AASS,1.406942996582341,1.8439035076731057e-06,4.438586364707018e-06,5.352755325327275,Up
AATF,0.871578852433899,2.354305056081785e-14,2.2915235879196044e-13,12.6398756679629,Not Significant
AATK,-3.4111531081412974,1.0228165914277224e-15,1.2689475790693196e-14,13.896556318481469,Down
ABAT,-1.4847178185517436,4.5569548317917823e-10,2.1029208875616312e-09,8.677177065279302,Down
ABCA1,4.066448956622974,8.172503878829056e-12,5.2041595496412074e-11,10.283649397262915,Up
