Gene Symbol,GSM97800,GSM97803,GSM97804,GSM97805,GSM97807,GSM97809,GSM97811,GSM97812,GSM97816,GSM97817,GSM97820,GSM97825,GSM97827,GSM97828,GSM97833,GSM97834,GSM97840,GSM97846,GSM97848,GSM97849,GSM97850,GSM97853,GSM97855
ABCA1,9.798309782454597,10.19142940528104,9.25691629667084,9.554205105155654,10.001126665454285,10.11335149175672,11.182580575684876,9.698183744200724,11.894817763307943,9.26795708440284,9.550939131899213,9.578561389947286,9.381326638860784,12.030598172120593,9.742309436084,8.814422246566794,10.479679231427014,8.966937979278457,9.995343182111204,9.926592510051067,9.996049727519756,9.131599772794422,9.819540460505722
ABCA11P,8.69905184401685,8.192785959251125,8.642773762533084,8.232660756790276,8.23218105768664,8.578938713093386,8.20896588630656,8.813139850890455,7.627898615871748,8.528649452318252,8.550362015400728,8.391887985347136,8.906890595608518,7.82273014794452,8.497851836951117,8.175923742063755,8.41574176829009,8.196233260869594,8.688600010999123,8.48944659862258,7.978996396088938,8.268191079219813,7.981281854057412
ABCA12,6.512542955096859,6.029011086659068,6.321928094887363,6.087462841250339,3.0,5.339850002884624,4.459431618637297,4.584962500721156,4.399171093819823,5.752213367865143,4.4329594072761065,4.986410935252045,2.678071905112638,4.0,4.614709844115208,4.71699089440494,4.217230716220669,1.632268215499513,1.925999418556223,4.643856189774724,5.899659026377443,4.738767836800192,4.7114949066500875
ABCA13,4.867896463992655,2.5360529002402097,4.19377174339668,3.655351828612554,3.1043366598147357,3.8972404255747994,3.678071905112638,3.4594316186372973,3.8579809951275723,2.560714954474479,1.925999418556223,3.3923174227787602,4.247927513443585,4.446256229889564,4.017921907997263,3.584962500721156,4.307428525192248,3.4594316186372973,5.070389327891398,3.3362833878644325,1.3219280948873624,1.632268215499513,4.694880192799191
ABCA17P,6.891176124754544,7.670302170078526,7.723148957047578,7.485426827170242,6.977279923499917,7.360188670062712,7.928962440835979,7.630813152299126,8.109047077700707,7.507794640198696,8.233140296445974,7.751544059089098,7.610286657081023,8.113221243479568,7.7481928495894605,7.401732849522621,7.309248960816616,7.741466986401147,7.989820220117596,8.029563314432659,7.994353436858858,7.6293566200796095,7.540709262671431
ABCA2,11.977458818043004,11.75150221697883,11.207685468841591,11.975489756945754,11.629857468909805,12.221858960296018,11.12347479824414,11.407639544955689,12.576720525080246,11.317582199609262,11.765203206653167,10.969386521342283,11.052500125709818,13.014613332421133,11.446204526875926,11.207990433232961,12.11230917613953,11.516093963417184,11.05893877256917,10.961594390756662,11.829524549078345,11.349778814726234,12.511876166891113
ABCA3,10.343407822297815,10.172677520783859,9.74550626586916,10.036723106005525,10.50382573799575,10.138143782510229,10.23421867823847,10.262682142362165,10.359859350287824,10.094737505048093,10.251955735769107,10.048214384608036,10.177419537989236,10.517472554101051,10.16339809435316,10.475632114554903,10.205304531560204,10.343296773147092,10.400986140549152,9.912739671305205,9.936785145271857,10.38607803400871,10.081483438093674
ABCA4,6.20945336562895,5.325530331567558,6.298291730620124,6.933100474931368,7.047669251391315,5.388878338811989,5.9354597478052895,6.300123724569014,5.937815168803419,7.542258049766918,6.307428525192248,6.626439136697315,6.053111336459563,5.862947248020921,6.197708157955851,6.05528243550119,6.803485375595953,5.9818526532897405,5.514122260170708,6.112700132749362,6.026800059343715,5.554588851677638,5.0916998341368105
ABCA5,9.565482937665822,9.783325684813521,9.086401645880029,9.19819945543749,9.9839911413154,9.68018368159249,9.766860143829545,9.970105890612182,10.027629591733156,9.58345891013077,9.752882366273091,10.162768948191305,9.901319465530104,9.893604904858293,10.079218087266135,10.116863757690899,9.278449458220482,9.932510053379895,10.084542673641922,10.078017342260583,9.598796924863818,9.982423226775877,9.610286657081023
ABCA6,6.715618859074816,5.643856189774724,7.37851162325373,6.24412594328373,6.402585758232587,6.261154672615571,5.802193216941825,5.7114949066500875,6.883865154509794,7.302867360972875,6.719731056749852,6.859224161978204,6.60584986719498,8.173926931999809,4.727920454563199,6.279842693520348,6.678071905112637,6.006746832440585,7.399171093819823,6.666756591884804,7.190812367916136,6.285402218862249,6.305605789585429
ABCA7,8.426264754702098,8.026800059343715,8.474517164174488,7.866042497096837,8.23218105768664,7.608069967721664,8.095924419998536,7.705286790272472,8.25171909260596,8.070389327891398,8.195249157802179,8.012903833230638,7.578938713093386,7.946613905412761,7.990387651802744,8.132885253625162,7.756889855074617,7.837943241891027,7.7528823662730915,7.5054146093467535,7.982423226775876,7.646018610925346,7.842978831788326
ABCA8,10.409178759500671,11.189824558880018,10.284477117810422,11.145359028672859,11.853426525935276,12.394918154203413,10.973553878808005,10.531966218360251,13.849883964941558,11.12373343844578,11.822929269449935,9.540902952010635,10.204082012174375,13.07551257576994,11.129089785919266,9.83731255552431,11.923476056042967,10.2214662874743,11.342408072085101,9.735048241290857,11.978388712246034,11.122310343190742,12.854498314124383
