gene_name,log2FC,pvalue,adjustedpvalue,-log(adjustedp),category
ABHD14B,1.1832338821571184,1.3770400560046609e-05,3.106898437668747e-05,4.507672943295059,Up
ABHD16A,0.7154835706770797,5.321250193323833e-05,0.00010744893655551071,3.968797878454148,Not Significant
ABHD17A,0.3456175323489532,0.014451854692553024,0.01958670579480414,1.7080386000154726,Not Significant
ABHD17B,-0.8384734740860509,0.00011602231443188086,0.00022082161261794217,3.655958422875067,Not Significant
ABHD17C,0.3105117946093543,0.04191084745252924,0.053101481227113514,1.2748933644215492,Not Significant
ABHD2,0.34849122665820786,1.485277287873918e-05,3.3287393544030814e-05,4.47772020946217,Not Significant
ABHD3,0.9819032528779719,6.220219107546132e-05,0.00012405956699548551,3.906369738984364,Not Significant
ABHD4,1.7867251543482077,4.048003069669022e-06,1.021021104753273e-05,4.990965280848291,Up
ABHD5,1.0848729460651398,3.177273671723414e-08,1.2651326074680503e-07,6.897863950635764,Up
ABHD6,-0.6515968832875707,4.227184116796938e-05,8.699622633832963e-05,4.060499585496147,Not Significant
ABI1,-0.4697105343710959,3.4664430517598864e-05,7.269139738432367e-05,4.138516982395168,Not Significant
ABI2,-0.8256847956984856,3.0840995906487165e-06,7.976693010576423e-06,5.098177121798359,Not Significant
ABI3,2.3708148719457167,4.510147303586632e-06,1.1268656730241004e-05,4.948127850538896,Up
ABI3BP,1.3650464487273855,0.0001274342014454268,0.00024090301095162873,3.618157771892459,Up
ABL1,1.1909464710457804,3.4343913468840524e-06,8.788002169320055e-06,5.056109844545836,Up
ABL2,0.11515688184491069,0.1700675966201072,0.1968812880201057,0.7057955580913433,Not Significant
ABLIM1,-0.8535503786564931,1.1092969308186324e-06,3.163946002567073e-06,5.499770936990817,Not Significant
ABLIM2,-3.543780055627609,3.663782586175804e-38,4.055928106937917e-36,35.39190975166211,Down
ABLIM3,-1.0922649107257207,9.833151994426337e-16,1.3296533314342405e-14,13.876261573972796,Down
ABR,-1.7287273601118827,5.276381624864386e-17,8.202819211247503e-16,15.086036860120714,Down
ABRACL,-0.358232092405828,0.10367689731383815,0.12410183739776683,0.9062217884786758,Not Significant
ABT1,0.700779434161241,0.00011986985875184233,0.00022745695179243917,3.643100785240013,Not Significant
ACAA1,0.7537463787925098,2.2399144029383594e-05,4.858793066290422e-05,4.313471596940683,Not Significant
ACAA2,0.45223012720764544,0.00611742733154362,0.008747617166496868,2.0581102318205033,Not Significant
ACACA,-0.5318608153201048,0.00023632954419262547,0.00042536784495202947,3.371235343036271,Not Significant
ACAD10,0.9052150896911559,4.303938948555403e-05,8.844936957924752e-05,4.053305258166692,Not Significant
ACAD11,0.782898081943177,0.005800575561377986,0.00832288822180912,2.07972593799681,Not Significant
ACAD8,0.36584499228514744,0.0009055773502434472,0.0014671576433503517,2.833523219518074,Not Significant
ACAD9,0.49212816273387716,6.211982935839902e-12,5.0143843025361515e-11,10.299782384762517,Not Significant
ACADL,-1.696569321278293,4.948460427362592e-09,2.3558974643313213e-08,7.627843615261908,Down
ACADM,-0.2963968299185886,0.00011273885884844213,0.00021522290393011296,3.6671115131117697,Not Significant
ACADS,0.4919393897594162,0.000641771618103768,0.0010698671654438786,2.9706701409091174,Not Significant
ACADSB,-1.6241754088766314,3.438155234992876e-09,1.685448945854902e-08,7.77328439821231,Down
ACADVL,0.6745476149436342,0.002837366760106553,0.004260490794650978,2.370540368706873,Not Significant
ACAN,0.4440143326829915,0.04461815297843053,0.05629800514838541,1.2495069935748941,Not Significant
ACAP2,0.14281938976956354,0.06078152725315169,0.07525047382920612,1.1234907611060565,Not Significant
ACAP3,-0.40970116856722427,0.04165397682614712,0.05281587948981826,1.2772354839439108,Not Significant
ACAT1,-0.0834790997710968,0.3040094169476108,0.33815825424422286,0.4708800072362229,Not Significant
ACAT2,-0.2727584316039682,0.2367140343954656,0.26787881178385986,0.5720616361090753,Not Significant
ACBD3,0.4543502280367804,0.000618431170013296,0.0010336943100570672,2.985607874282351,Not Significant
ACBD4,-0.44262704233613803,0.019049621892096497,0.025377663441018265,1.595548366535481,Not Significant
ACBD5,-0.6432389843399164,1.4116050904054456e-16,2.0943313226427775e-15,14.6789546119537,Not Significant
ACBD7,-3.5093682736039575,4.121883997873823e-12,3.434562398228362e-11,10.464128589067693,Down
ACD,0.1559213603446743,0.033087526888886325,0.04255377835805449,1.3710618727779182,Not Significant
ACE,0.765856652418897,0.001666537726448821,0.0025848654436097652,2.5875620593858,Not Significant
ACHE,-0.9291461714960842,5.528688703670959e-06,1.3561239347645786e-05,4.867700618931471,Not Significant
ACIN1,0.6887585177589344,0.0002556217409100992,0.0004569079875671291,3.3401712496352425,Not Significant
ACLY,0.999604665713008,2.2001223865893545e-06,5.902538727696713e-06,5.228961154749904,Not Significant
ACO1,0.38145069060184866,0.008729469899851357,0.01220720152291818,1.9133838858056118,Not Significant
ACO2,-1.0058587697846768,7.09581146849091e-18,1.1973736136277625e-16,15.921770316577945,Down
ACOT1,-0.4895443397344046,0.0045759343751624664,0.00666830072260765,2.175984822877605,Not Significant
ACOT11,-0.7940258768689805,0.00791723398130856,0.011137859953596205,1.9531982471899083,Not Significant
ACOT13,-0.3831547740296486,0.0006288911272840872,0.001049436676537998,2.979043761807467,Not Significant
ACOT7,-1.790224006074581,1.182862315966141e-14,1.4169030881144953e-13,12.848659853165687,Down
ACOT8,-0.01715028677652697,0.795608490519953,0.8161702521290188,0.08821923849150969,Not Significant
ACOT9,0.5364695448076624,2.618752430303766e-10,1.5863687301792026e-09,8.799595859345155,Not Significant
ACOX1,0.15410321844364105,0.017323689086936767,0.02322582430952901,1.634028863481706,Not Significant
ACOX2,1.6931247030741385,5.0416953073199944e-05,0.00010227555079730492,3.990228172962944,Up
ACOX3,0.04039651052847404,0.5228641706082175,0.5579211582149332,0.2534271683946971,Not Significant
ACP1,-0.03130046714429113,0.8417582293182184,0.8589822125356293,0.0660158292742359,Not Significant
ACP2,0.7660991237334649,1.049665075172387e-05,2.4250654078499475e-05,4.615276543294616,Not Significant
ACP5,5.4070772717783075,0.0023158111438503536,0.003525155857230049,2.452821676846025,Up
ACP6,0.9552133840609685,0.00830026809103728,0.011637703653320746,1.9341327060329818,Not Significant
ACPP,2.3331488798297517,2.12158148582563e-06,5.70550237271954e-06,5.243706109686724,Up
ACSBG1,-0.7698579253370994,0.01226023226148466,0.01678119290790713,1.7751771701517067,Not Significant
ACSF2,1.04367140448805,0.00020565019910239062,0.00037355212869770704,3.4276487844080092,Up
ACSF3,0.3350042395791988,0.019560477012766978,0.026013497746087726,1.5848012491230274,Not Significant
ACSL1,0.8657483546924887,0.0003836548200592007,0.0006662538626575397,3.1763602601027188,Not Significant
ACSL3,-0.7450070841269394,0.00043022085176261724,0.0007399769268664173,3.1307818217431023,Not Significant
ACSL4,-0.8505858383209137,0.0008009223046463091,0.001308757712409881,2.883140746041136,Not Significant
ACSL5,-0.1327721449685626,0.7037287926616356,0.7316164971386292,0.13571651022747397,Not Significant
ACSL6,-3.050881903573064,1.0641881941300203e-27,4.2207212077424506e-26,25.374613333450366,Down
ACSM5,1.3168548035922072,0.0001808166909808355,0.00033174979790265275,3.479189333029584,Up
ACSS1,-0.29735861968812216,0.3103930237050733,0.3448659226651493,0.4623497175771092,Not Significant
ACSS2,0.14796725900407637,0.23928370969630436,0.2704829546095792,0.5678600982182263,Not Significant
ACSS3,1.1621249836517649,0.0005179382912808736,0.0008769261086325244,3.057036999524636,Up
ACTA1,-0.8746052706684644,2.6533071776630322e-05,5.6822739174696826e-05,4.245477834678862,Not Significant
ACTB,1.3949553114335878,4.7247795813283e-07,1.4704179642354433e-06,5.832559200108761,Up
ACTBL2,1.0790582507548043,0.268614475149379,0.30153949561564936,0.5206557959465314,Not Significant
ACTG1,1.327916609600397,6.156802570847227e-07,1.8648114581694218e-06,5.729365070995167,Up
ACTL6A,2.5303684639896122,4.790512052280293e-10,2.7545444300611687e-09,8.55995021818092,Up
ACTL6B,-4.698817599659494,1.982991367033669e-27,7.712994220655282e-26,25.112776994054105,Down
ACTN1,0.8034338944680464,1.944749572468762e-07,6.55450223922727e-07,6.183460283831265,Not Significant
ACTN2,-0.3721875311314591,0.0069344254905031495,0.009836299970617957,2.0071682353625975,Not Significant
ACTN3,-0.25985248367106095,0.5070563766237013,0.5419719828230415,0.26602316368273893,Not Significant
ACTN4,0.8614268283231503,8.356520898944964e-07,2.4514732538139652e-06,5.610572840653321,Not Significant
ACTR10,-0.6381436085011565,0.006198821249645457,0.008852697089442634,2.0529243956735437,Not Significant
ACTR1A,-0.9303248248300875,3.7312209589320564e-07,1.1867663546625965e-06,5.92563477461632,Not Significant
ACTR1B,-0.8461027641757042,2.316923383681249e-06,6.18120965052295e-06,5.208926526021322,Not Significant
ACTR2,-0.5368242482201744,0.004946536707078224,0.007168955659200982,2.144544105765992,Not Significant
ACTR3,0.9748456069444593,1.6710373377687773e-06,4.590681794568493e-06,5.338122809532482,Not Significant
ACTR3B,-0.9870071174266482,1.5255072649788334e-05,3.415102263865948e-05,4.466596287013865,Not Significant
ACTR5,0.19282110791490936,0.0886814925106165,0.10704257794775347,0.9704434401685342,Not Significant
ACTR6,-0.749291218257877,0.0007084597583869612,0.0011702286487520518,2.9317292739892467,Not Significant
ACTR8,0.27644703408185123,0.009183397721037323,0.012797558257259648,1.892872884770582,Not Significant
ACVR1,0.5773600458080139,9.218927995989109e-05,0.00017856466185655506,3.7482044843008246,Not Significant
ACVR1B,-1.1953884123258618,1.7771854426633192e-09,9.223784724054754e-09,8.035090841689737,Down
ACVR2A,-0.9882617793359252,2.177086569674372e-08,8.948172216605314e-08,7.048265666059355,Not Significant
ACY3,-0.27790273551933353,0.6312123702668632,0.6624474859952474,0.17884854372539,Not Significant
ACYP1,-0.5611696488260058,0.0005548820658892798,0.0009343610784358102,3.0294852607417493,Not Significant
ACYP2,-0.4536601177749482,3.0455449605264898e-06,7.8891282932229e-06,5.102970981373312,Not Significant
ADA,1.5024577783279316,0.002379487089197164,0.003614983100071215,2.4418937286773263,Up
ADAL,-0.12276549191816244,0.144803835568239,0.16940585756758098,0.7710715770909273,Not Significant
ADAM10,0.44980294513475627,3.127918995899804e-05,6.612939342013562e-05,4.179605460896443,Not Significant
ADAM11,-4.247931251794819,2.384026507316752e-41,4.07062424317101e-39,38.39033898522784,Down
ADAM12,3.7201427689048785,1.324243935133401e-07,4.627274853463018e-07,6.334674703267095,Up
ADAM15,0.9452243510425333,6.041820229303862e-07,1.8336737938512686e-06,5.736677921736305,Not Significant
ADAM17,1.1394777171181616,6.837994050136731e-08,2.53071095007632e-07,6.596757455772428,Up
ADAM22,-1.739129516302647,2.6536706349124437e-07,8.728900289848307e-07,6.059040467420936,Down
ADAM23,-1.6399221367150218,1.6902748058581038e-07,5.768234550885684e-07,6.238957088426574,Down
ADAM9,2.0161888238494434,1.3319807882308888e-17,2.1747770600709844e-16,15.662585256660362,Up
ADAMTS1,0.8495620723092436,0.013706549323533853,0.018626706850840422,1.7298639203548571,Not Significant
ADAMTS4,0.7372956020752888,0.15658965943881115,0.18222065717761157,0.7394023914150505,Not Significant
ADAMTSL2,-0.7100287859023453,3.3403196595867214e-06,8.584280676193018e-06,5.06629609088728,Not Significant
ADAMTSL4,2.2967544583480315,0.001046937429034141,0.0016810404303618006,2.774421841306585,Up
ADAP1,-3.0090947623881927,1.8294565033258222e-11,1.3763961773341548e-10,9.861256542215731,Down
ADAP2,2.4793280405310547,3.544444046118222e-10,2.1005753053366173e-09,8.677661744449287,Up
ADAR,-0.007752276404186631,0.8735865903209796,0.8880435227945054,0.05156574903412526,Not Significant
ADARB1,-1.8854184849251556,4.782380870318438e-19,9.027287236147593e-18,17.044442738653665,Down
ADAT1,0.3927022267907283,3.426476576639963e-10,2.0412965720325836e-09,8.690093893745278,Not Significant
ADAT2,0.6326372481217888,8.378618195066723e-05,0.00016331758448021616,3.7869670520570913,Not Significant
ADAT3,1.4931200938017337,0.0036634170819553847,0.005411328985867822,2.2666960620009275,Up
ADCK1,-0.1180492196548979,0.3412356160656726,0.3766415685598319,0.4240717501719901,Not Significant
ADCK5,-0.15044216753558537,0.1809322836662982,0.20840519387769132,0.6810914617433729,Not Significant
ADCY1,-4.009587836067563,5.0911791834726616e-39,6.254699889549219e-37,36.20379352361078,Down
ADCY2,-2.0773781819136943,3.3869767383467405e-19,6.5364757973381344e-18,17.184656342546994,Down
ADCY3,-0.5988932403762064,2.8524238341363836e-10,1.7165661711523254e-09,8.765339450489085,Not Significant
ADCY5,-3.02930999398731,3.065028153218641e-29,1.3602243883491008e-27,26.86638944267137,Down
ADCY6,0.12822883433753418,0.40997610128333517,0.4464006965335407,0.3502751364261291,Not Significant
ADCY7,1.1616155832808523,6.473142651013001e-09,3.012029518074133e-08,7.521140776337905,Up
ADCY8,0.08350648506533886,0.6305816371338324,0.6619234565474864,0.17919222856788217,Not Significant
ADCY9,-0.967448309690699,5.93642863105593e-13,5.733804604914423e-12,11.241557110910522,Not Significant
ADCYAP1R1,0.18770569673270288,0.29843655443917894,0.3324247953803946,0.4783065898961577,Not Significant
ADD1,-0.5084307536749861,2.8430050976010494e-06,7.433281430893582e-06,5.128819424095969,Not Significant
ADD2,-2.4304045529505807,2.3836543714391406e-15,3.0746394542737395e-14,13.512205804181194,Down
ADD3,-1.0802296247330005,1.8781758763244406e-07,6.349242878554501e-07,6.19727805947495,Down
ADH1B,-3.5223673728493647,1.095487965601204e-09,5.92057176258934e-09,8.227636350481971,Down
ADH5,0.5043747265924701,0.0006035433799016833,0.001010654256836695,2.9953973904315796,Not Significant
ADHFE1,-0.39203740814055976,0.04507461098887813,0.05679570120099541,1.2456845342773286,Not Significant
ADI1,0.4707261503327338,0.004978169136441441,0.0072116876445946325,2.1419630918729102,Not Significant
ADIPOQ,-1.9258787882960808,0.06505805152571968,0.08015101028128899,1.0960909991136574,Not Significant
ADIRF,-1.8824062560467958,1.768250572699982e-06,4.824852727350926e-06,5.316515938418626,Down
ADK,-0.5017559892157131,2.8656719310470042e-05,6.1020458747342036e-05,4.214524531687215,Not Significant
ADM,3.8539273851466653,1.2454040639783688e-05,2.8340186447973996e-05,4.547597296888138,Up
ADNP,0.3446678678148807,9.303982048746844e-10,5.088399302881417e-09,8.293418815552721,Not Significant
ADO,-0.5804404304643676,0.0015778134737990596,0.0024589871496057745,2.6092437408301663,Not Significant
ADORA1,-0.03732244981503641,0.7509324143897085,0.7759660624230099,0.11015727258810135,Not Significant
ADPGK,1.383258986247057,5.0578535303543084e-24,1.4855048532008543e-22,21.82812592500141,Up
ADPRH,2.1972762300057376,4.452238899142113e-09,2.1415010621766815e-08,7.669281705858887,Up
ADPRHL1,-2.5671744552319637,5.329778983375858e-15,6.63685951526927e-14,13.178037375124127,Down
ADPRHL2,1.1447078208602868,3.543776194892377e-08,1.3961674379094957e-07,6.855062495036926,Up
ADRM1,0.8533610159394804,2.923128841572112e-05,6.215267913777049e-05,4.206540146030026,Not Significant
ADSL,0.7555911680436687,1.5393739003553656e-08,6.554375601090427e-08,7.183468674823187,Not Significant
ADSS,-0.27436685653058746,0.09772896154374523,0.11730269970114256,0.9306919925578139,Not Significant
ADSSL1,0.8496221540132716,4.1230218587757454e-06,1.037864123071136e-05,4.983859500498237,Not Significant
AEBP1,2.6954090796307995,5.610885960420025e-05,0.00011289008421264495,3.9473442029895867,Up
AES,-1.106720934877476,1.3383993410715196e-07,4.668640914804185e-07,6.330809528235882,Down
AFAP1,0.6117584192331265,1.7368599039954697e-06,4.749491496430609e-06,5.32335288555743,Not Significant
AFAP1L1,2.3246611385869667,2.510666694449267e-09,1.2658887026967926e-08,7.897604475937479,Up
AFAP1L2,-0.9116187168110805,4.350520793688009e-11,3.030922992780982e-10,9.51842509769214,Not Significant
AFF4,0.2569481200408923,6.656215880083518e-05,0.00013215356479298653,3.8789211174430362,Not Significant
AFG3L2,-0.22122304047298513,0.08952070691467086,0.10796499478730925,0.9667170318740534,Not Significant
AFM,0.8447614284052852,0.38513752384392175,0.4214965144164767,0.37520601244125423,Not Significant
AFTPH,-0.719280409664897,0.00016000884525996237,0.0002966376715400922,3.5277736965204207,Not Significant
AGA,1.2143457293294375,2.060490664630312e-05,4.4958594228905704e-05,4.347187276802293,Up
AGAP1,-1.3486826398169,1.3503218873827284e-17,2.2011557756462146e-16,15.657349221367767,Down
AGAP2,-3.3170026490761337,9.498349560070368e-22,2.339520133695572e-20,19.630873212957262,Down
AGAP3,-1.126739907691853,2.5097645465791144e-07,8.286911846030154e-07,6.081607281041215,Down
AGBL4,-2.7534489967807083,2.84581781287986e-32,1.5752070685138304e-30,29.80266234803191,Down
AGFG1,0.05619683525606689,0.3578388158515577,0.39358753476237496,0.40495866448267165,Not Significant
AGFG2,0.31535845776587834,0.042477874739949684,0.053772569757508555,1.2694392083650206,Not Significant
AGGF1,-0.14535020025241252,0.18876809875124828,0.21693472813370696,0.6636709181123785,Not Significant
AGK,0.08553634346762706,0.4760689045364247,0.5114554915537957,0.2911921539628253,Not Significant
AGL,-0.3179047913105677,0.0012548057838770695,0.001989754992409507,2.701200396954816,Not Significant
AGMAT,-1.3733728855643417,5.2747757410748244e-05,0.00010655322000318384,3.97243342151539,Down
AGO1,-0.07462001267934326,0.13288384153704114,0.15647829569189392,0.8055458927177517,Not Significant
AGO2,0.34334427503078757,0.000998855256781061,0.0016089651194135606,2.7934533708235407,Not Significant
AGO3,0.19273305134360896,0.2367014977222529,0.26787881178385986,0.5720616361090753,Not Significant
AGO4,0.2053860571009345,0.03453318625701195,0.04429992593316418,1.3535969998908126,Not Significant
AGPAT1,-0.0782740751942903,0.4101369344954468,0.44652755626360435,0.3501517346165426,Not Significant
AGPAT2,0.5286696907840529,0.00021942212550472796,0.00039706457559450867,3.401138857106564,Not Significant
AGPAT3,-0.5466144985283208,1.7410037549819785e-05,3.853850104963404e-05,4.414105181183743,Not Significant
AGPAT4,-0.2794155220610506,0.02724022172572043,0.03547285336930037,1.4501038762954357,Not Significant
AGPAT5,1.2702457291392228,1.159736975950165e-09,6.224395469217881e-09,8.205902822084745,Up
AGPS,0.1468780382936501,0.17662862901628956,0.20382094028752587,0.6907511992101596,Not Significant
AGRN,0.5954972560105638,0.03967682856558135,0.05046135222442451,1.2970411157737103,Not Significant
AGT,0.8457523875755406,0.0015511114748963167,0.0024199933402672285,2.616185829180384,Not Significant
AGTPBP1,-1.931335919879178,7.598923098424717e-09,3.481177174202028e-08,7.458273872774267,Down
AGTRAP,2.5272492016152484,1.4256088375281184e-07,4.952270148020091e-07,6.3051956724301155,Up
AHCTF1,0.16523693396412042,0.012729691842867473,0.017374192606021802,1.7600953683146403,Not Significant
AHCY,1.2569715207518612,5.472352575622198e-07,1.6781881231908074e-06,5.775159356806352,Up
AHCYL1,-0.4213805519794285,0.09707964597442155,0.11659279369889398,0.9333282913739285,Not Significant
AHCYL2,0.07076103592625316,0.6208123532995954,0.6524844702284949,0.18542982050206772,Not Significant
AHDC1,-0.5837771587149412,0.004589148078780723,0.006682723004573143,2.175046539785853,Not Significant
AHNAK,0.5671175942874811,0.013974675173414997,0.01897316411010548,1.7218602367987268,Not Significant
AHNAK2,-1.4249113348453548,9.316118191270406e-13,8.641857703393928e-12,11.063392889047654,Down
AHR,1.7663875836639242,5.461833657279605e-18,9.310069756926351e-17,16.031047064997747,Up
AHSA1,-0.5626195295265148,7.854854017445041e-05,0.0001538592249110273,3.812876459716494,Not Significant
AHSG,-2.144750313932848,8.414294288167466e-08,3.05461623996393e-07,6.51504334363252,Down
AHSP,-0.4858291925676399,0.8052438570731194,0.8254435321380192,0.0833126310864276,Not Significant
AIDA,0.33526132076097426,0.0006629797119785865,0.001101758102684309,2.9579137468646564,Not Significant
AIF1,2.5930710706876745,3.6386025123616674e-06,9.26340199887072e-06,5.033229488695786,Up
AIF1L,0.63446434014989,0.024041663857209315,0.031552334770391696,1.5009684988483363,Not Significant
AIFM1,0.4898244038248514,9.559457150638836e-07,2.76215646418041e-06,5.558751724162329,Not Significant
AIFM2,-0.2568436639132976,0.1958060833956554,0.22433190994289007,0.6491089460940939,Not Significant
AIFM3,-4.023942563745457,1.6400301070487027e-12,1.4608013526444414e-11,10.835408837670027,Down
AIG1,-0.2851249416896806,7.085278726671656e-05,0.00014014745315627384,3.853414790092255,Not Significant
AIMP1,0.49769485565282423,4.2228383143272544e-05,8.692454674812579e-05,4.060857565186563,Not Significant
AIMP2,1.4305362704066162,5.742988521371381e-06,1.40356298797417e-05,4.852768092672731,Up
AIP,0.08563015823463616,0.1897317338253334,0.21794270086162015,0.6616576713978612,Not Significant
AJAP1,-4.693341363123684,1.3918158886880283e-46,9.347435508428798e-44,43.02930752252893,Down
AJUBA,3.2737431239260033,2.1519744172005075e-07,7.192763861605147e-07,6.1431041973504374,Up
AK1,-0.6762109805704135,7.274746996647571e-06,1.7395158140096753e-05,4.759571618709482,Not Significant
AK2,1.5038077997745525,1.3546166134951228e-07,4.718674883938405e-07,6.32617994445735,Up
AK3,0.1810210912229806,0.07788738436042379,0.0949005212925628,1.0227314019682638,Not Significant
AK4,0.265406630874395,0.09480272513612818,0.11396690370183238,0.9432212506505545,Not Significant
AK5,-5.255387453803706,9.697519824969491e-16,1.313075466622885e-14,13.88171031290821,Down
AKAP1,-0.5536031655906299,6.19658462091448e-19,1.1560072865017123e-17,16.937039428478194,Not Significant
AKAP10,-0.2873983562903497,0.0003715866987505664,0.0006464107068232094,3.1894914587376024,Not Significant
AKAP11,-1.7996959024157952,6.618460982885102e-08,2.459401547089064e-07,6.6091705581063795,Down
AKAP12,-0.4899892918199811,0.0002441180894665494,0.0004379778509859339,3.3585478516826837,Not Significant
AKAP13,1.5943222638700405,1.1091044051192744e-19,2.2667716431339088e-18,17.644592228934854,Up
AKAP17A,0.8374591981195785,1.6478439681915831e-06,4.53438408510298e-06,5.343481695727818,Not Significant
AKAP5,-3.8047353201489535,4.8303247280660225e-09,2.3061939009733228e-08,7.637104180743607,Down
AKAP6,-1.7165240288230876,1.7768368090568505e-10,1.112483158137894e-09,8.95370655507345,Down
AKAP7,-0.7658202835236771,3.2659365520960293e-14,3.7345113309665607e-13,12.427766218520398,Not Significant
AKAP8,0.5462283578804055,7.018513785903598e-06,1.6855841298388268e-05,4.7732495663628605,Not Significant
AKAP8L,0.15367646336969898,0.2685039448540955,0.3014833638497724,0.5207366476617445,Not Significant
AKAP9,-0.3703854292054949,0.00027385105534308393,0.0004877608789827135,3.311793035353288,Not Significant
AKR1A1,1.281438994537364,1.5297989588556318e-07,5.275667939702406e-07,6.27772254756337,Up
AKR1B1,0.9181833068076344,1.2627923754621725e-08,5.511858921319725e-08,7.258701906934332,Not Significant
AKR1B10,9.527851477661555,3.239906403113163e-07,1.0471227816798846e-06,5.98000239159749,Up
AKR1C1,-1.9951465370529498,1.5001083558060477e-08,6.414300329537404e-08,7.192850709451657,Down
AKR1C2,-2.347460125125618,1.708709807759539e-07,5.829171216853909e-07,6.234393188214128,Down
