gene_name,Unnamed: 0.1,Unnamed: 0,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR,-log(adjustedp),category
AC015909.1,33548,33548,ENSG00000249406,0.9739138681752616,2.3184476559577822,1.2489578960702654,1.8563056955343096,0.063409997739184,0.0850891140785217,1.0701259980591924,Not Significant
UBAC2,33549,33549,ENSG00000134882,1562.072823144137,-0.1785123456008163,0.0961696328401965,-1.85622363659688,0.063421688362927,0.0851022649302716,1.0700588813533765,Not Significant
CCDC112,33550,33550,ENSG00000164221,452.3127746378138,-0.2866553806033164,0.1544315505317186,-1.856196998711352,0.0634254837437188,0.0851048210979844,1.0700458368960806,Not Significant
COMMD4,33551,33551,ENSG00000140365,1389.9208725391982,0.2782128055100404,0.1498870659581848,1.8561495198502027,0.0634322490236959,0.0851113620290226,1.0700124594556326,Not Significant
AC078962.2,33552,33552,ENSG00000256199,0.8784480521035408,2.6879542819333526,1.4481576789401562,1.8561198970408728,0.0634364702904831,0.0851144891964134,1.069996502871692,Not Significant
TSEN2P1,33553,33553,ENSG00000251174,0.6415463416126433,-3.633908282484647,1.9578319368689965,-1.8560879583444048,0.0634410218325089,0.0851180593037409,1.0699782868733296,Not Significant
AC239600.1,33554,33554,ENSG00000271021,2.165854655281416,1.4462931644420485,0.7793293506734551,1.8558176503839336,0.0634795538744025,0.0851672190693407,1.0697275333645266,Not Significant
CCDC173,33555,33555,ENSG00000154479,146.59155747825693,0.642795794525203,0.3464055502526809,1.8556163261712293,0.0635082649365245,0.0852031999993264,1.0695440940132086,Not Significant
AC007160.1,33556,33556,ENSG00000176043,0.9521969704927894,2.3200104992617367,1.250414094242861,1.8553937531122664,0.0635400188056117,0.0852432609175384,1.0693399450277006,Not Significant
ST8SIA5,33557,33557,ENSG00000101638,3156.265253028946,-0.9726772528981018,0.5243541614983896,-1.8550005403191387,0.0635961494191842,0.0853160215359155,1.0689694048082132,Not Significant
NPM1P42,33558,33558,ENSG00000259259,0.8685144792734736,2.679295138755922,1.444814980588513,1.854420929152168,0.0636789628456545,0.0854245724946667,1.0684171859406344,Not Significant
LINC02839,33559,33559,ENSG00000254123,0.9285395142960268,2.7562648735029387,1.4864771685607394,1.854226174339195,0.0637068089236926,0.0854593811363444,1.0682402564994429,Not Significant
AL078612.2,33560,33560,ENSG00000255375,1.2335402192133773,1.7434927950020822,0.9402946672181004,1.854198322915385,0.0637107919471965,0.0854621776070689,1.0682260453980057,Not Significant
AC006213.4,33561,33561,ENSG00000277806,57.57846035208972,0.6372122183333582,0.3436858200458818,1.8540544333434847,0.0637313728270021,0.0854872377480129,1.0680987155562152,Not Significant
CPEB1-AS1,33562,33562,ENSG00000259462,45.905695738770575,-0.4705381697566791,0.2538108276243875,-1.8538932092094376,0.0637544396354104,0.0855156308418955,1.0679544961730858,Not Significant
AL513477.1,33563,33563,ENSG00000269896,180.87932213333767,-0.4386262714156836,0.236600248907549,-1.853870709946192,0.0637576592190652,0.0855174013938474,1.0679455044487083,Not Significant
CHAF1B,33564,33564,ENSG00000159259,363.7478242948389,-0.3344807977956037,0.1804326414526808,-1.853770997878577,0.0637719293624306,0.0855339933849922,1.0678612512892425,Not Significant
SCAND2P,33565,33565,ENSG00000176700,268.9052449534118,-0.2506355586258655,0.1352042364531681,-1.853755216558472,0.0637741881242313,0.085534474622081,1.067858807839382,Not Significant
MCRIP2,33566,33566,ENSG00000172366,650.4807453172505,-0.3209475578081036,0.1731367511738889,-1.853722884552464,0.0637788159726299,0.0855355849699662,1.0678531701730283,Not Significant
LINC02063,33567,33567,ENSG00000250921,0.3973110768665684,-3.0852378412147416,1.66434298061595,-1.8537271927406085,0.0637781993032073,0.0855355849699662,1.0678531701730283,Not Significant
AC091114.1,33568,33568,ENSG00000253111,1.2614330806207212,2.2648790844566333,1.2218123052563463,1.8537045949798672,0.063781433977236,0.0855365478930319,1.0678482810988472,Not Significant
SEL1L,33569,33569,ENSG00000071537,5157.705128747883,0.2522906538407524,0.1361117565761536,1.8535551974865403,0.0638028223457698,0.0855626827281564,1.0677156070391558,Not Significant
RCOR2,33570,33570,ENSG00000167771,469.9219393928354,-0.7181100884018813,0.3876059726879263,-1.852680657684432,0.0639281439799062,0.0857281914101872,1.0668763383969215,Not Significant
AC093642.1,33571,33571,ENSG00000226423,1.2229317928409524,2.25393961562379,1.216599421426095,1.852655505114188,0.0639317513508095,0.0857304752192927,1.0668647688949326,Not Significant
AL606834.1,33572,33572,ENSG00000269906,29.457862978195102,0.4077914924713943,0.2201200088290258,1.8525871166402632,0.063941560446507,0.0857410749632532,1.0668110759025662,Not Significant
CAPN14,33573,33573,ENSG00000214711,36.47398906285551,0.719877051005381,0.3886481657945899,1.8522589693266525,0.0639886445636072,0.0858016557338724,1.0665043313920155,Not Significant
RAF1,33574,33574,ENSG00000132155,3400.325418494126,0.1660715245731637,0.0896627829756527,1.8521790096372448,0.064000121892406,0.0858144895748094,1.0664393763576165,Not Significant
AC104619.1,33575,33575,ENSG00000241411,0.8019998723689353,2.544353521293604,1.3739248372363404,1.8518869827053923,0.0640420535702995,0.0858681561139299,1.0661678628045896,Not Significant
NFILZ,33576,33576,ENSG00000268480,1.0616803316115244,2.945265066185108,1.5905153460088737,1.85176777676226,0.0640591766790224,0.0858885568964741,1.0660646942335121,Not Significant
AC007568.1,33577,33577,ENSG00000224136,1.4141937638486386,2.033868920116673,1.0987311361703895,1.8511070207818927,0.0641541582682349,0.0860133435903767,1.0654341697082719,Not Significant
MET,33578,33578,ENSG00000105976,628.0171485515987,-1.101697558502276,0.5951626751662625,-1.8510864415254364,0.0641571183375747,0.0860147506012471,1.0654270655540363,Not Significant
AP005901.2,33579,33579,ENSG00000264880,1.5413377943170232,-2.1828177111247222,1.1792581468225791,-1.8510092272893408,0.0641682256475816,0.0860270801199665,1.0653648174143706,Not Significant
Z95114.2,33580,33580,ENSG00000279714,0.7972733436767581,2.540810564537335,1.3728286671218235,1.8507848979175388,0.064200504557264,0.0860677917472222,1.0651593396426688,Not Significant
TSPAN33,33581,33581,ENSG00000158457,784.0154496627927,-0.5940697961443271,0.3210190280844993,-1.8505750256896127,0.0642307153549089,0.0861057285022525,1.0649679545375292,Not Significant
AC136428.4,33582,33582,ENSG00000282924,1.1760884605736346,1.7323760099700616,0.9361803998868756,1.850472419823568,0.0642454895890803,0.0861229698302952,1.0648810025518598,Not Significant
IL27RA,33583,33583,ENSG00000104998,256.15126247979606,-0.4577039244328194,0.247351278139719,-1.850420696731878,0.0642529382684038,0.0861303903020864,1.06484358476272,Not Significant
NHP2P1,33584,33584,ENSG00000105988,8.11970792030555,0.7407482542467506,0.4004116017218703,1.8499670115984328,0.0643183043463398,0.0862154456861061,1.0644149223964603,Not Significant
AC009108.1,33585,33585,ENSG00000243697,14.007358117552798,0.7567277793558062,0.4090907155181003,1.8497798914781889,0.0643452802368336,0.086249037425773,1.0642457431301429,Not Significant
NANOGP11,33586,33586,ENSG00000233464,1.0594676128004452,2.9427215664981903,1.591009973620528,1.8495934125426543,0.0643721729827596,0.0862825157206912,1.0640772007543995,Not Significant
AC018755.1,33587,33587,ENSG00000267808,7.155880998454816,0.8955565908343985,0.4841967787156775,1.84957155892248,0.0643753251730847,0.0862841718461087,1.0640688648914318,Not Significant
AC135048.3,33588,33588,ENSG00000275263,11.838363726902935,0.6128714210921199,0.3315274017788419,1.8486297597233283,0.0645112924437742,0.0864638385937739,1.0631654877118233,Not Significant
SNRPA,33589,33589,ENSG00000077312,961.462991819759,-0.2721367438785972,0.1472342548300178,-1.848324930857833,0.0645553512360933,0.0865203142988296,1.0628819115861659,Not Significant
AL451069.3,33590,33590,ENSG00000234311,1.880008448739552,1.3971771108698758,0.75602271833688,1.848062335935388,0.0645933256048984,0.086568301016789,1.0626411058311442,Not Significant
MT1X,33591,33591,ENSG00000187193,1221.4862484236323,-1.067297329270226,0.5775259845377403,-1.8480507506939368,0.0645950013939887,0.086568301016789,1.0626411058311442,Not Significant
ACSM2B,33592,33592,ENSG00000066813,0.9897692282992746,2.8346922854199232,1.5340802279186243,1.847812281151628,0.0646295036531999,0.0866119615682853,1.0624221254841881,Not Significant
AC006499.4,33593,33593,ENSG00000250573,0.8267740387968263,2.621285232071295,1.4186631811108052,1.847714994632372,0.0646435836320543,0.0866282518167367,1.0623404497012519,Not Significant
AC018521.4,33594,33594,ENSG00000264701,1.2862335300488192,-2.5331879048174115,1.371317673256831,-1.84726555649296,0.0647086622946558,0.0867128819122819,1.0619163797113091,Not Significant
EXOSC7,33595,33595,ENSG00000075914,781.9477133975743,0.1731392398822795,0.093756525956077,1.8466900102867687,0.0647920803459387,0.0868220819470715,1.0613698042231445,Not Significant
MIR6736,33596,33596,ENSG00000278549,0.8186466710168074,2.588572643919564,1.4021015865715236,1.8462090541165763,0.0648618568180228,0.0869129961630672,1.060915278328121,Not Significant
RPL22P2,33597,33597,ENSG00000241081,3.628611642497922,-1.1558023294742432,0.6261603797463539,-1.8458566955999955,0.0649130158544769,0.0869789588890021,1.0605857950090074,Not Significant
RNA5SP492,33598,33598,ENSG00000223262,0.8742266058756774,2.6604441323155275,1.4413381938982597,1.845815328823044,0.0649190240918616,0.0869844205360731,1.0605585253250813,Not Significant
AC026671.1,33599,33599,ENSG00000238902,1.0740250909367235,2.966617127353228,1.6073574590163398,1.8456486518989488,0.0649432374074422,0.0870142739537393,1.0604094992105622,Not Significant
NBR1,33600,33600,ENSG00000188554,6178.051617961388,-0.1874370859190708,0.101568603363836,-1.8454234843383568,0.0649759595438049,0.0870555258088317,1.06020365703237,Not Significant
AL162293.1,33601,33601,ENSG00000204117,0.8987469412674958,2.2392380770484204,1.213451299646305,1.8453464738973129,0.0649871540909535,0.0870679331593547,1.0601417648105154,Not Significant
AL355312.2,33602,33602,ENSG00000231760,14.399570797225891,0.6180842282626824,0.3349612256655779,1.845241123161436,0.0650024708742138,0.0870858624612752,1.06005234273518,Not Significant
AIPL1,33603,33603,ENSG00000129221,3.095858321088903,-1.1125806891231782,0.6029724222370659,-1.8451601567372409,0.0650142444831963,0.0870990439349189,1.0599866121113712,Not Significant
AC114947.1,33604,33604,ENSG00000188850,0.9455621621164434,2.362696497824228,1.2805360027869883,1.845084005980308,0.0650253194345081,0.0871112886660354,1.0599255615515606,Not Significant
RPS29P31,33605,33605,ENSG00000224279,0.8003314412986142,2.5420857623374897,1.377832500937645,1.8449889668065929,0.0650391435973508,0.087127215545115,1.0598461651431859,Not Significant
TAB1,33606,33606,ENSG00000100324,1475.1136360948965,-0.3179863372816452,0.1723652681091001,-1.84483997716044,0.0650608201414693,0.087153660307341,1.0597143685322044,Not Significant
AC018731.1,33607,33607,ENSG00000236885,0.8574567040232282,2.6462458868597927,1.4346954317793574,1.8444652629707128,0.0651153637529162,0.0872241299926367,1.0593633536801548,Not Significant
IGLV1-40,33608,33608,ENSG00000211653,3.8562415154534895,1.5097650044309665,0.818707298774459,1.8440839683376056,0.0651709039274544,0.0872933330529625,1.0590189238645809,Not Significant
AP001625.1,33609,33609,ENSG00000231867,0.9242096918873646,2.7318399021219903,1.4813997687877802,1.844093646887388,0.0651694936464812,0.0872933330529625,1.0590189238645809,Not Significant
