ID_REF,log2_fc,p_value,minus_log_p,Significant
200654_at,0.23478948111396036,,,No
200655_s_at,-0.0784845371349352,,,No
200656_s_at,0.403499285220704,,,No
200657_at,0.2177419820354256,,,No
200658_s_at,0.17397571919095078,,,No
200659_s_at,0.027193186108616985,,,No
200660_at,0.37739075614138606,,,No
200661_at,0.3248086147103191,,,No
200662_s_at,-0.08926858046084973,,,No
200663_at,0.11774568926092499,,,No
200664_s_at,0.5663911504119099,,,No
200665_s_at,-0.042554219096011536,,,No
200666_s_at,0.10320483133045855,,,No
200667_at,-0.04260861120572912,,,No
200668_s_at,0.2191657163221148,,,No
200669_s_at,0.294305700067671,,,No
200670_at,0.21524564828892245,,,No
200671_s_at,0.44255035994256176,,,No
200672_x_at,-0.252301185842855,,,No
200673_at,0.11980297190118172,,,No
200674_s_at,-0.04147881600007963,,,No
200675_at,-0.09867115522825287,,,No
200676_s_at,0.03983173104957416,,,No
200677_at,-0.041212834169950696,,,No
200678_x_at,0.27402130078607634,,,No
200679_x_at,-0.24691060918932273,,,No
200680_x_at,-0.1592020991957721,,,No
200681_at,0.0809213908432529,,,No
200682_s_at,0.2721543199263987,,,No
200683_s_at,0.415119632328242,,,No
200684_s_at,0.3035249797159061,,,No
200685_at,-0.3898912649842172,,,No
200686_s_at,-0.21470234801337895,,,No
200687_s_at,6.121336580022785e-05,,,No
200688_at,-0.2966120586920553,,,No
200689_x_at,-0.06652199017917582,,,No
200690_at,-0.060642260424650374,,,No
200691_s_at,0.10249010690118432,,,No
200692_s_at,0.12643527822865686,,,No
200693_at,0.22343820553618343,,,No
200694_s_at,0.04111105488695621,,,No
200695_at,0.07091017963744228,,,No
200696_s_at,0.3636663631250645,,,No
200697_at,0.38784536429376715,,,No
200698_at,0.0352291846830326,,,No
200699_at,-0.09420607963683914,,,No
200700_s_at,0.28110564224309265,,,No
200701_at,0.22186096057080285,,,No
200702_s_at,-0.10407761299172336,,,No
200703_at,0.1277200552001183,,,No
200704_at,0.1455184487112149,,,No
200705_s_at,0.12108671515054148,,,No
200706_s_at,0.20858885721541753,,,No
200707_at,0.18238021172072294,,,No
200708_at,0.28465596541296634,,,No
200709_at,0.058704749924302746,,,No
200710_at,0.01906314206243742,,,No
200711_s_at,-0.12849637371952127,,,No
200712_s_at,0.443697417963028,,,No
200713_s_at,0.03939353156398795,,,No
200714_x_at,-0.12103524120401055,,,No
200715_x_at,-0.1531476789288977,,,No
200716_x_at,-0.07242674379242153,,,No
200717_x_at,-0.02577766507386947,,,No
200718_s_at,-0.0295241186614561,,,No
200719_at,-0.2261849910335929,,,No
200720_s_at,0.2313985214394485,,,No
200721_s_at,0.13421572692603156,,,No
200722_s_at,0.47708897617987844,,,No
200723_s_at,0.2271095756791368,,,No
200724_at,0.15935989770557946,,,No
200725_x_at,-0.02715312122432323,,,No
200726_at,-0.03214366036177019,,,No
200727_s_at,-0.11062997103476846,,,No
200728_at,-0.13441138798332553,,,No
200729_s_at,0.12932748085430035,,,No
200730_s_at,0.4904304339078802,,,No
200731_s_at,-0.08257245796851542,,,No
200732_s_at,-0.05258326648992906,,,No
200733_s_at,0.1036514362235117,,,No
200734_s_at,0.24943157506496583,,,No
200735_x_at,-0.023184280055975393,,,No
200736_s_at,0.24571304042456887,,,No
200737_at,0.6676109666600887,,,No
200738_s_at,0.3791251015948518,,,No
200739_s_at,0.2734352096535524,,,No
200740_s_at,0.004921642473208365,,,No
200741_s_at,-0.014173278921861154,,,No
200742_s_at,0.38866295712884735,,,No
200743_s_at,0.15447641307822657,,,No
200744_s_at,0.31537284723987824,,,No
200745_s_at,-0.053940730566447215,,,No
200746_s_at,-0.1533391665980126,,,No
200747_s_at,-0.08908720656963531,,,No
200748_s_at,0.006753916347960853,,,No
200749_at,-0.028736831960394227,,,No
200750_s_at,0.22894894448018732,,,No
200751_s_at,0.3683361514970809,,,No
200752_s_at,-0.01900692435278195,,,No
200753_x_at,0.12490725140220071,,,No
200754_x_at,-0.08792541262385889,,,No
200755_s_at,0.4381740592404011,,,No
200756_x_at,0.5734357793067506,,,No
200757_s_at,0.2818805769507158,,,No
200758_s_at,0.1798113605862035,,,No
200759_x_at,-0.09691083519514265,,,No
200760_s_at,0.10578802138564569,,,No
200761_s_at,0.09411010855958502,,,No
200762_at,-0.07116507166785269,,,No
200763_s_at,-0.06026110461581524,,,No
200764_s_at,0.2224660897483286,,,No
200765_x_at,0.022402034956874317,,,No
200766_at,0.21668434291709993,,,No
200767_s_at,-0.0225328352912193,,,No
200768_s_at,-0.3106650036761085,,,No
200769_s_at,0.22069842391440808,,,No
200770_s_at,0.4630911193816978,,,No
200771_at,0.0910205156947832,,,No
200772_x_at,-0.13610598355173842,,,No
200773_x_at,-0.0853264089463206,,,No
200774_at,0.06983970961550057,,,No
200775_s_at,-0.09672160646737638,,,No
200776_s_at,0.31698726340653494,,,No
200777_s_at,-0.02879208592561966,,,No
200778_s_at,0.21494815927407807,,,No
200779_at,-0.028597536544650026,,,No
200780_x_at,-0.11044231449002417,,,No
200781_s_at,-0.007221694353916064,,,No
200782_at,-0.08132720875735977,,,No
200783_s_at,-0.04965247636786607,,,No
200784_s_at,-0.03742582419570262,,,No
200785_s_at,-0.28062640767709013,,,No
200786_at,0.30567746510632254,,,No
200787_s_at,0.3229228135288409,,,No
200788_s_at,-0.18233975093780685,,,No
200789_at,-0.0016393242443868417,,,No
200790_at,-0.031470431301510615,,,No
200791_s_at,0.32534572143361373,,,No
200792_at,0.2185628809453597,,,No
200793_s_at,0.4941854204365228,,,No
200794_x_at,0.0071010726863427465,,,No
200795_at,-0.14022547544396424,,,No
200796_s_at,0.9798418680706016,,,No
200797_s_at,-0.14065265601607635,,,No
200798_x_at,0.3065945916744415,,,No
200799_at,-0.2993747006264531,,,No
200800_s_at,-0.08481591665067789,,,No
200801_x_at,-0.08191776495317349,,,No
200802_at,0.2642953002096373,,,No
200803_s_at,0.31000737019700253,,,No
200804_at,-0.03345599471126626,,,No
200805_at,0.23432239011192735,,,No
200806_s_at,0.18531850931917937,,,No
200807_s_at,-0.03268131624382775,,,No
200808_s_at,0.2659684276914511,,,No
200809_x_at,0.009802118173453778,,,No
200810_s_at,-0.1382887669184818,,,No
200811_at,-0.09830595708712231,,,No
200812_at,0.2079507865965109,,,No
200813_s_at,0.053437590072721974,,,No
200814_at,0.11399115155569639,,,No
200815_s_at,-0.059847549725510873,,,No
200816_s_at,-0.01912821141624832,,,No
200817_x_at,0.00723472332127173,,,No
200818_at,0.13442411882987315,,,No
200819_s_at,0.0591879578902077,,,No
200820_at,0.440747647419629,,,No
200821_at,0.07119256782108785,,,No
200822_x_at,0.16421378130259967,,,No
200823_x_at,0.15270164449747092,,,No
200824_at,0.15366875245290146,,,No
200825_s_at,0.10538577625730028,,,No
200826_at,0.05495779453401006,,,No
200827_at,0.18038071431688962,,,No
200828_s_at,0.29506472201077827,,,No
200829_x_at,0.011012204957538074,,,No
200830_at,-0.04770917443929612,,,No
200831_s_at,0.30953351296281006,,,No
200832_s_at,-0.10341384092124173,,,No
200833_s_at,-0.01749470369315631,,,No
200834_s_at,0.01969312325948991,,,No
200835_s_at,-0.1114536375627182,,,No
200836_s_at,-0.04098919773489662,,,No
200837_at,0.23550817565772242,,,No
200838_at,0.26418294678610543,,,No
200839_s_at,0.05622944128378471,,,No
200840_at,-0.162070205425616,,,No
200841_s_at,0.3436198716043206,,,No
200842_s_at,-0.12396419218396737,,,No
200843_s_at,-0.10077607099399088,,,No
200844_s_at,0.197520001654917,,,No
200845_s_at,-0.17737772795720375,,,No
200846_s_at,0.17612555122609308,,,No
200847_s_at,-0.003240531870298824,,,No
200848_at,-0.33546386608887957,,,No
200849_s_at,-0.4945560660786281,,,No
200850_s_at,-0.25954075848091307,,,No
200851_s_at,-0.16382142408048317,,,No
200852_x_at,0.10654670568607649,,,No
200853_at,0.32606792610925517,,,No
200854_at,-0.07449903402419267,,,No
200855_at,0.016470907560436565,,,No
200856_x_at,-0.09210979723337864,,,No
200857_s_at,0.032886134722135196,,,No
200858_s_at,-0.03603039388752727,,,No
200859_x_at,0.4412166042520944,,,No
200860_s_at,0.13659003772897194,,,No
200861_at,-0.07507047449786342,,,No
200862_at,0.0288020477703963,,,No
200863_s_at,0.1991015564762968,,,No
200864_s_at,0.011033218660109867,,,No
200865_at,0.13628954835156382,,,No
200866_s_at,0.47065839825440037,,,No
200867_at,0.12477342707968297,,,No
200868_s_at,0.4594526200432316,,,No
200869_at,0.08628614167519544,,,No
200870_at,-0.006773948516224593,,,No
200871_s_at,-0.046142890041579676,,,No
200872_at,0.41636699837504487,,,No
200873_s_at,0.12405397662204365,,,No
200874_s_at,-0.043435207203092574,,,No
200875_s_at,-0.17771397210568196,,,No
200876_s_at,0.11794214733738428,,,No
200877_at,0.020894048382976038,,,No
200878_at,0.055685289411803396,,,No
200879_s_at,0.4934881678067047,,,No
200880_at,-0.11074649627461497,,,No
200881_s_at,0.05685677895751873,,,No
200882_s_at,-0.1250426474439159,,,No
200883_at,0.4673591066375149,,,No
200884_at,-0.16536978258110402,,,No
200885_at,0.3852492601548523,,,No
200886_s_at,0.3082051781045223,,,No
200887_s_at,0.14264700867981261,,,No
200888_s_at,-0.15177560325797756,,,No
200889_s_at,0.3677819672671756,,,No
200890_s_at,0.06797185944425976,,,No
200891_s_at,-0.1428367762606051,,,No
200892_s_at,0.049557084157394016,,,No
200893_at,-0.16451251157695523,,,No
200894_s_at,0.14961252488959076,,,No
200895_s_at,-0.007726406931421792,,,No
200896_x_at,0.007158784308646915,,,No
200897_s_at,0.1196370418373558,,,No
200898_s_at,0.12268774975966323,,,No
200899_s_at,-0.08816595011873574,,,No
200900_s_at,0.32425252994251075,,,No
200901_s_at,0.1091251830881319,,,No
200902_at,0.20775015174754685,,,No
200903_s_at,0.17586614137606027,,,No
200904_at,-0.3097710677709724,,,No
200905_x_at,-0.1121791628179043,,,No
200906_s_at,0.09070809333012697,,,No
200907_s_at,0.027514024910745505,,,No
200908_s_at,-0.2507699167483164,,,No
200909_s_at,-0.21104267432291124,,,No
200910_at,0.08328026067938232,,,No
200911_s_at,-0.09242344409094017,,,No
200912_s_at,-0.1072109047011196,,,No
200913_at,-0.06754879793565749,,,No
200914_x_at,-0.0774923650854884,,,No
200915_x_at,0.011241788178116607,,,No
200916_at,0.667989429995048,,,No
200917_s_at,0.5034399305184651,,,No
200918_s_at,0.20907140359471654,,,No
200919_at,0.11228694752547419,,,No
200920_s_at,0.06722996882287191,,,No
200921_s_at,0.013882683095594928,,,No
200922_at,0.06123840009787074,,,No
200923_at,0.45790874756327327,,,No
200924_s_at,0.13042081542868544,,,No
200925_at,0.023733681278681473,,,No
200926_at,-0.15679414623282995,,,No
200927_s_at,0.26488099989502345,,,No
200928_s_at,0.04514012313881732,,,No
200929_at,0.42006487751942956,,,No
200930_s_at,-0.2318643185170144,,,No
200931_s_at,0.03857074266476346,,,No
200932_s_at,-0.09113498054182045,,,No
200933_x_at,-0.10781192840761022,,,No
200934_at,-0.02772797219556722,,,No
200935_at,0.31150616281116417,,,No
200936_at,0.11002291211733173,,,No
200937_s_at,-0.024012211056176014,,,No
200938_s_at,-0.1835697627714339,,,No
200939_s_at,-0.5506143875862959,,,No
200940_s_at,-0.12164249963901064,,,No
200941_at,-0.0628662616839506,,,No
200942_s_at,0.36085861929311136,,,No
200943_at,-0.14288706345216795,,,No
200944_s_at,-0.09922939078778015,,,No
200945_s_at,0.03756731212132536,,,No
200946_x_at,0.09063011025153678,,,No
200947_s_at,-0.12229606490408607,,,No
200948_at,0.26592057299662386,,,No
200949_x_at,-0.056291325056896824,,,No
200950_at,0.42072147564187823,,,No
200951_s_at,-0.17295817846966166,,,No
200952_s_at,-0.08953310101782463,,,No
200953_s_at,-0.3449432478182839,,,No
200954_at,0.44811617832660033,,,No
200955_at,-0.02910272836902017,,,No
200956_s_at,-0.06139345007862573,,,No
200957_s_at,-0.20742116680042422,,,No
200958_s_at,0.11318948449955357,,,No
200959_at,-0.0022167831562001084,,,No
200960_x_at,0.24039840454076966,,,No
200961_at,0.10073338928926745,,,No
200962_at,-0.42267679017309945,,,No
200963_x_at,-0.07798274343223532,,,No
200964_at,0.1762501740209359,,,No
200965_s_at,-0.08775483523444905,,,No
200966_x_at,0.3190080077763078,,,No
200967_at,0.16774249446177691,,,No
200968_s_at,0.1485507627859004,,,No
200969_at,-0.24019613276673724,,,No
200970_s_at,-0.07413129686541531,,,No
200971_s_at,0.20899766859753655,,,No
200972_at,-0.16736221677284568,,,No
200973_s_at,0.08481687973242025,,,No
200974_at,0.7584198637704311,,,No
200975_at,-0.0056752369060451,,,No
200976_s_at,-0.28831123888215515,,,No
200977_s_at,-0.01655009834911958,,,No
200978_at,0.23988344758184077,,,No
200979_at,0.13514871199387457,,,No
200980_s_at,0.21990206415448732,,,No
200981_x_at,-0.07162863053108026,,,No
200982_s_at,-0.08796325472006039,,,No
200983_x_at,0.6431639338933568,,,No
200984_s_at,0.5309572644795519,,,No
200985_s_at,0.27274085565558615,,,No
200986_at,0.48625632028065624,,,No
200987_x_at,0.2375355411910931,,,No
200988_s_at,-0.21171322105324997,,,No
200989_at,-0.2257413861195019,,,No
200990_at,-0.020925631125361832,,,No
200991_s_at,0.42656879028773353,,,No
200992_at,0.0022093779769889466,,,No
200993_at,-0.00812496417526809,,,No
200994_at,-0.15456039777270014,,,No
200995_at,-0.31740107475927637,,,No
200996_at,0.251100485093108,,,No
200997_at,-0.10156091440169845,,,No
200998_s_at,0.017475869728443172,,,No
200999_s_at,-0.12114870499614483,,,No
201000_at,0.11309530453964634,,,No
201001_s_at,0.15593656418463198,,,No
201002_s_at,0.05933889238729684,,,No
201003_x_at,-0.04816207097461955,,,No
201004_at,0.3714466409849244,,,No
201005_at,0.2346449753562645,,,No
201006_at,-0.1200235006179664,,,No
201007_at,-0.045249911676654264,,,No
201008_s_at,-0.10308561676004402,,,No
201009_s_at,-0.26896065346545406,,,No
201010_s_at,-0.1917663819241966,,,No
201011_at,0.06281387670318139,,,No
201012_at,0.9365641027159306,,,No
201013_s_at,0.0017955168620655826,,,No
201014_s_at,0.2698977066737509,,,No
201015_s_at,0.09157344134498402,,,No
201016_at,0.1990247668609495,,,No
201017_at,-0.0323409911548076,,,No
201018_at,-0.052857562654988755,,,No
201019_s_at,-0.025803987775329773,,,No
201020_at,0.4382782499551787,,,No
201021_s_at,0.2351003718065101,,,No
201022_s_at,0.05140227154757859,,,No
201023_at,0.09030113265545303,,,No
201024_x_at,-0.1983967976527392,,,No
201025_at,-0.22710223554745212,,,No
201026_at,-0.1669174668678064,,,No
201027_s_at,-0.20675063785832393,,,No
201028_s_at,0.3188433035853748,,,No
201029_s_at,-0.016748087404435452,,,No
201030_x_at,-0.047561620469679156,,,No
201031_s_at,-0.1451931198639329,,,No
201032_at,-0.013339187732590574,,,No
201033_x_at,-0.03957405760094623,,,No
201034_at,-0.0658883681693343,,,No
201035_s_at,0.15586473485180719,,,No
201036_s_at,-0.02928833074473225,,,No
201037_at,0.5317153021717047,,,No
201038_s_at,-0.11256805432726935,,,No
201039_s_at,-0.08993348821708658,,,No
201040_at,0.06323059865777303,,,No
201041_s_at,0.12006439569879035,,,No
201042_at,-0.2787257428689518,,,No
201043_s_at,0.3648507742821341,,,No
201044_x_at,0.9349546813417691,,,No
201045_s_at,0.4798212340077521,,,No
201046_s_at,-0.061795135856160144,,,No
201047_x_at,0.05331559191884061,,,No
201048_x_at,0.6977240668072859,,,No
201049_s_at,-0.04768566247017603,,,No
201050_at,0.3017943369054379,,,No
201051_at,0.02235609909053693,,,No
201052_s_at,0.3868125294377105,,,No
201053_s_at,-0.12824944203366684,,,No
201054_at,-0.03571053103829591,,,No
201055_s_at,0.051249901296252176,,,No
201056_at,-0.19093577422918706,,,No
201057_s_at,-0.0700840791470565,,,No
201058_s_at,0.9594468631694753,,,No
201059_at,-0.05888035964325056,,,No
201060_x_at,0.1807140395283824,,,No
201061_s_at,-0.028804235176863813,,,No
201062_at,0.028451702646876686,,,No
201063_at,-0.05792061086375,,,No
201064_s_at,0.00045746065891094645,,,No
201065_s_at,-0.07241597295230306,,,No
201066_at,0.2427706370824243,,,No
201067_at,-0.0993627512037012,,,No
201068_s_at,0.22791038201685687,,,No
201069_at,-0.03150116736365938,,,No
201070_x_at,-0.16093369200618568,,,No
201071_x_at,-0.10555673310140357,,,No
201072_s_at,-0.23067080775948234,,,No
201073_s_at,0.0069286387947649075,,,No
201074_at,-0.22045555292631747,,,No
201075_s_at,0.014712799383293174,,,No
201076_at,0.1496753987862114,,,No
201077_s_at,0.3525370102877705,,,No
201078_at,0.11263107313826026,,,No
201079_at,0.08458011295266132,,,No
201080_at,-0.0940196803280493,,,No
201081_s_at,0.198995120567254,,,No
201082_s_at,0.30790553345445737,,,No
201083_s_at,-0.25517048059905,,,No
201084_s_at,-0.14129226153301033,,,No
201085_s_at,-0.3493020583680533,,,No
201086_x_at,-0.21103662589099592,,,No
201087_at,-0.09754175282165178,,,No
201088_at,0.16227762323615558,,,No
201089_at,0.2615386738953287,,,No
201090_x_at,0.043423810590427436,,,No
201091_s_at,0.30579208739460917,,,No
201092_at,0.03381124919365952,,,No
201093_x_at,0.0001933309208563827,,,No
201094_at,0.04024194410171589,,,No
201095_at,0.18728984413825778,,,No
201096_s_at,0.39001773922374205,,,No
