Gene Symbol,log2FC,p-value,adj p-value,adj -log10 p-value,-log10 p-value,Primary Mean,Recurrent Mean
LOC100129361,-0.009772294616555044,0.9633555454285994,0.9995493194207042,0.00019577216392039268,0.01621339827181106,9.518396743526475,9.637801847144372
LOC100129361,-0.009772294616555044,0.9633555454285994,0.9995493194207042,0.00019577216392039268,0.01621339827181106,7.634095001535044,7.52990947048645
LOC100129361,-0.009772294616555044,0.9633555454285994,0.9995493194207042,0.00019577216392039268,0.01621339827181106,7.402355413045425,7.228641558392007
LOC100289561 /// LOC100630923 /// PRKRIP1,-0.016554455335672458,0.8934508653194098,0.9995493194207042,0.00019577216392039268,0.04892932616221724,8.608787293830723,8.45579244260691
LOC100289561 /// LOC100630923 /// PRKRIP1,-0.016554455335672458,0.8934508653194098,0.9995493194207042,0.00019577216392039268,0.04892932616221724,9.60596971894184,9.725855659494307
LOC100506282,0.09309130308803937,0.5994272798346509,0.9995493194207042,0.00019577216392039268,0.22226349619936459,6.129197153884173,5.795656600762411
LOC100506282,0.09309130308803937,0.5994272798346509,0.9995493194207042,0.00019577216392039268,0.22226349619936459,5.854952437181754,6.374675596479603
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,5.927512606114272,5.90031818833682
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,5.806870160992369,6.1389552894470745
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,7.247377686210539,7.22734324285795
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,6.725719625166836,6.522611572153032
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,3.2646835694851433,3.10923904376537
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,2.4455990016270652,2.2331177764009356
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,6.499573246404963,6.297110370841974
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,5.213060972767845,5.261710613412504
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,4.50668617052119,4.408127334637782
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,5.3651838154956035,5.765443127166875
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,4.862494933188863,4.686858660531126
LOC100506403 /// LOC101928269 /// RUNX1,-0.030539957599939882,0.8508449452814051,0.9995493194207042,0.00019577216392039268,0.07014957681400968,3.7862283350983783,3.7536871988460687
LOC100506558 /// MATN2,-0.15402904462021016,0.7261649738603437,0.9995493194207042,0.00019577216392039268,0.13896470279657783,10.029830737178019,9.774487100920544
LOC100506558 /// MATN2,-0.15402904462021016,0.7261649738603437,0.9995493194207042,0.00019577216392039268,0.13896470279657783,5.205667286695346,5.1529528337123995
LOC100506639 /// ZNF131,-0.02270099110418844,0.855335363995559,0.9995493194207042,0.00019577216392039268,0.06786357156487392,7.331608360144547,7.271109623959915
LOC100506639 /// ZNF131,-0.02270099110418844,0.855335363995559,0.9995493194207042,0.00019577216392039268,0.06786357156487392,9.11153004480988,8.836507766330525
LOC100506639 /// ZNF131,-0.02270099110418844,0.855335363995559,0.9995493194207042,0.00019577216392039268,0.06786357156487392,8.727831477222876,8.699864625874028
LOC100506639 /// ZNF131,-0.02270099110418844,0.855335363995559,0.9995493194207042,0.00019577216392039268,0.06786357156487392,5.92582883206233,6.1985127336584185
LOC100507577 /// LONP2,0.0006384072190108725,0.9969012680247806,0.9995493194207042,0.00019577216392039268,0.0013478515497815028,8.99338658884728,8.781421209658928
LOC100507577 /// LONP2,0.0006384072190108725,0.9969012680247806,0.9995493194207042,0.00019577216392039268,0.0013478515497815028,10.580979443218014,10.849003211302064
LOC100507577 /// LONP2,0.0006384072190108725,0.9969012680247806,0.9995493194207042,0.00019577216392039268,0.0013478515497815028,10.335847485142985,10.591294975764885
LOC100507577 /// LONP2,0.0006384072190108725,0.9969012680247806,0.9995493194207042,0.00019577216392039268,0.0013478515497815028,9.164293444023244,9.280548766196418
LOC100508408 /// RPS13 /// SNORD14B,-0.05829878070114347,0.6752052605763659,0.9995493194207042,0.00019577216392039268,0.17056418268302856,14.299048256485142,14.240749475783995
LOC100508408 /// RPS13 /// SNORD14B,-0.05829878070114347,0.6752052605763659,0.9995493194207042,0.00019577216392039268,0.17056418268302856,14.299048256485142,14.240749475783995
LOC100996668 /// ZEB1,-0.1128587195006272,0.5206231532141876,0.9995493194207042,0.00019577216392039268,0.28347652171853555,8.377368365955542,8.569764844399769
LOC100996668 /// ZEB1,-0.1128587195006272,0.5206231532141876,0.9995493194207042,0.00019577216392039268,0.28347652171853555,10.647204976303797,10.588972156836531
LOC100996668 /// ZEB1,-0.1128587195006272,0.5206231532141876,0.9995493194207042,0.00019577216392039268,0.28347652171853555,11.597680660290765,11.473550729355454
LOC100996668 /// ZEB1,-0.1128587195006272,0.5206231532141876,0.9995493194207042,0.00019577216392039268,0.28347652171853555,9.402091454735857,9.173029439720716
LOC100996693 /// SPEG,-0.07562408512178553,0.4853874164477865,0.9995493194207042,0.00019577216392039268,0.3139114867488242,8.197643192216248,8.149241717332522
LOC100996693 /// SPEG,-0.07562408512178553,0.4853874164477865,0.9995493194207042,0.00019577216392039268,0.3139114867488242,7.688282937225709,7.5854362418658665
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,14.318449023145932,14.284340894305904
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,14.266717198680329,14.218071537397444
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,14.39471782305545,14.337128538719476
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,14.314750063344562,14.296852312001304
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,4.806181629389832,4.492600028613013
LOC101060363 /// PPIA,-0.14739835945529833,0.11364378936453275,0.9995493194207042,0.00019577216392039268,0.944454293110868,11.920679303608443,11.72024707001364
LOC101060521 /// POLR3E,-0.1709626346913229,0.1287900770275868,0.9995493194207042,0.00019577216392039268,0.8901175967180094,8.907668678928525,8.90815032805068
LOC101060521 /// POLR3E,-0.1709626346913229,0.1287900770275868,0.9995493194207042,0.00019577216392039268,0.8901175967180094,8.418511569025398,8.294101229663795
LOC101060521 /// POLR3E,-0.1709626346913229,0.1287900770275868,0.9995493194207042,0.00019577216392039268,0.8901175967180094,8.437894849885044,7.8774913522370325
LOC101060747 /// PDPK1,-0.09803776956366939,0.19410145720533847,0.9995493194207042,0.00019577216392039268,0.7119712039352278,8.17345169036212,8.119669679726426
LOC101060747 /// PDPK1,-0.09803776956366939,0.19410145720533847,0.9995493194207042,0.00019577216392039268,0.7119712039352278,11.508556977614761,11.609121243943939
LOC101060747 /// PDPK1,-0.09803776956366939,0.19410145720533847,0.9995493194207042,0.00019577216392039268,0.7119712039352278,5.627369248547,5.379053644175949
LOC101060747 /// PDPK1,-0.09803776956366939,0.19410145720533847,0.9995493194207042,0.00019577216392039268,0.7119712039352278,6.6654949298960275,6.517627452752918
LOC101060747 /// PDPK1,-0.09803776956366939,0.19410145720533847,0.9995493194207042,0.00019577216392039268,0.7119712039352278,8.981847704627324,8.84055784713167
LOC101926913,-0.13391402039269362,0.5959936424461449,0.9995493194207042,0.00019577216392039268,0.22475837284676686,4.828745553454343,4.7968247910373165
LOC101926913,-0.13391402039269362,0.5959936424461449,0.9995493194207042,0.00019577216392039268,0.22475837284676686,7.088289919378484,6.852382641010123
LOC101927057 /// OMG,-0.1478182806405659,0.6127475661063634,0.9995493194207042,0.00019577216392039268,0.2127184050620054,10.322941111653126,10.196824808082381
LOC101927057 /// OMG,-0.1478182806405659,0.6127475661063634,0.9995493194207042,0.00019577216392039268,0.2127184050620054,7.6018447660524515,7.43232450834206
LOC101928061 /// SERP1,0.0425296503061503,0.7793652940053463,0.9995493194207042,0.00019577216392039268,0.10825893766846441,10.134213362764964,9.894250111333925
LOC101928061 /// SERP1,0.0425296503061503,0.7793652940053463,0.9995493194207042,0.00019577216392039268,0.10825893766846441,11.08101422998033,11.289906135155857
LOC101928061 /// SERP1,0.0425296503061503,0.7793652940053463,0.9995493194207042,0.00019577216392039268,0.10825893766846441,8.9184744320394,9.019069405779467
LOC101928143 /// LOC101930388 /// NUMB,-0.4209555550977999,0.027836242899024508,0.6859672589236848,0.1636966125216444,1.5553893809471468,6.4312372165148455,6.124894985163265
LOC101928143 /// LOC101930388 /// NUMB,-0.4209555550977999,0.027836242899024508,0.6859672589236848,0.1636966125216444,1.5553893809471468,8.340873872942302,8.426617428756856
LOC101928143 /// LOC101930388 /// NUMB,-0.4209555550977999,0.027836242899024508,0.6859672589236848,0.1636966125216444,1.5553893809471468,6.684024057277478,5.952412284850385
LOC101928274 /// VSIG10,-0.3351899797318634,0.0475961475339834,0.8446560473841367,0.07332010417385655,1.3224281970486051,7.26204661672596,6.9527763478725335
LOC101928274 /// VSIG10,-0.3351899797318634,0.0475961475339834,0.8446560473841367,0.07332010417385655,1.3224281970486051,8.698356965564903,8.337247274954606
LOC101928589 /// TMEM164,-0.0641839563097939,0.4290152971171094,0.9995493194207042,0.00019577216392039268,0.3675272220844238,9.27777640107109,9.198934477030802
LOC101928589 /// TMEM164,-0.0641839563097939,0.4290152971171094,0.9995493194207042,0.00019577216392039268,0.3675272220844238,9.201717941312786,9.178767070029625
LOC101928589 /// TMEM164,-0.0641839563097939,0.4290152971171094,0.9995493194207042,0.00019577216392039268,0.3675272220844238,9.986754630966628,9.910653525091217
LOC101928747 /// RBMX /// SNORD61,-0.043300003895556216,0.809886425729346,0.9995493194207042,0.00019577216392039268,0.09157588000277317,10.798173669886856,10.758963859624492
LOC101928747 /// RBMX /// SNORD61,-0.043300003895556216,0.809886425729346,0.9995493194207042,0.00019577216392039268,0.09157588000277317,11.827097492464974,11.654063474392986
LOC101928747 /// RBMX /// SNORD61,-0.043300003895556216,0.809886425729346,0.9995493194207042,0.00019577216392039268,0.09157588000277317,6.211448616937628,6.289702239952142
LOC101929036 /// PAH,-0.05282834725849295,0.628692954674344,0.9995493194207042,0.00019577216392039268,0.20156140639034031,6.055221469840142,5.8905610214424815
LOC101929036 /// PAH,-0.05282834725849295,0.628692954674344,0.9995493194207042,0.00019577216392039268,0.20156140639034031,5.608554518187878,5.738463718390408
LOC101929036 /// PAH,-0.05282834725849295,0.628692954674344,0.9995493194207042,0.00019577216392039268,0.20156140639034031,3.959120035727852,4.058727047024592
LOC101929036 /// PAH,-0.05282834725849295,0.628692954674344,0.9995493194207042,0.00019577216392039268,0.20156140639034031,6.236038629320465,6.146855451180969
LOC101929036 /// PAH,-0.05282834725849295,0.628692954674344,0.9995493194207042,0.00019577216392039268,0.20156140639034031,4.159839259905324,3.9944718736097733
LOC101929240 /// SNRNP200,-0.07463725028936885,0.8449826042823074,0.9995493194207042,0.00019577216392039268,0.07315223175863668,12.006450514394997,11.912468202999353
LOC101929240 /// SNRNP200,-0.07463725028936885,0.8449826042823074,0.9995493194207042,0.00019577216392039268,0.07315223175863668,12.006450514394997,11.912468202999353
LOC101929240 /// SNRNP200,-0.07463725028936885,0.8449826042823074,0.9995493194207042,0.00019577216392039268,0.07315223175863668,4.840214657326296,4.75965557219666
LOC101929240 /// SNRNP200,-0.07463725028936885,0.8449826042823074,0.9995493194207042,0.00019577216392039268,0.07315223175863668,6.166292647401691,6.162741961822731
