gene_name,Unnamed: 0.1,Unnamed: 0,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR,-log(adjustedp),category
GABARAPL1,1111,1111,ENSG00000139112,6774.565612164419,-3.745734681857976,0.2341286075900587,-15.998620247280808,1.3063827735287926e-57,5.288853064882438e-56,55.27663849839927,Down
RAB1A,1295,1295,ENSG00000138069,4018.1174281240433,-1.5638227684632404,0.1012242713228637,-15.449088919349096,7.651736489099224e-54,2.657974729959552e-52,51.57544915232154,Down
PRKACB,1348,1348,ENSG00000142875,8410.00782819074,-2.3155482059275374,0.1514528218900147,-15.288907641543265,9.065802075061708e-53,3.0254510275552485e-51,50.519209872523206,Down
PPP2CB,2408,2408,ENSG00000104695,5273.012760238869,-1.615262160589877,0.1245623111877393,-12.96750313307342,1.8702386231012447e-38,3.495071505744913e-37,36.45654393458704,Down
RAB7A,2692,2692,ENSG00000075785,6108.722923231957,-1.4753416078931625,0.1175647662810262,-12.549181651639682,4.016393353054696e-36,6.71422251619641e-35,34.173004269886505,Down
MAPK8,2736,2736,ENSG00000107643,1926.819327324068,-1.3425573530701982,0.1074447413754741,-12.495328630170237,7.91684691102809e-36,1.3021868143499215e-34,33.88532670653486,Down
BAD,2744,2744,ENSG00000002330,588.2807495341349,-2.0254528121062068,0.1622716806611805,-12.48186253974472,9.376723867440968e-36,1.5378168735458103e-34,33.813095378152084,Down
ERN1,3036,3036,ENSG00000178607,687.3677284326441,1.4572642756745025,0.1209545814328514,12.048028759319958,1.9864374027915345e-33,2.944597478968459e-32,31.530974064072325,Up
HRAS,3646,3646,ENSG00000174775,1181.1139110880836,-1.7348303150915876,0.1533901646279038,-11.309918854966778,1.1719786177472205e-29,1.446704288246836e-28,27.839620231221748,Down
RRAGA,3775,3775,ENSG00000155876,2559.0338488742027,-1.826171987762889,0.1632451763396458,-11.186682686190856,4.738308935815142e-29,5.649203654170071e-28,27.2480127686363,Down
PIK3CA,3981,3981,ENSG00000121879,2570.7454172851576,1.5621118546938242,0.1423655549452115,10.972540761668034,5.179610829930827e-28,5.855873931508184e-27,26.23240828158076,Up
KRAS,4139,4139,ENSG00000133703,1850.7395109390964,-1.2221932428374902,0.1131313253293865,-10.803314106672255,3.319995582149369e-27,3.610214519632426e-26,25.44246699146702,Down
MLST8,4425,4425,ENSG00000167965,1380.3070344297428,-1.510267065827124,0.1432638426017419,-10.541857864482274,5.539361386905973e-26,5.634354050544962e-25,24.249155866372814,Down
GABARAPL2,4452,4452,ENSG00000034713,4446.072705108565,-1.7007985554549825,0.1617979999081849,-10.511863906971222,7.617296163619048e-26,7.700944441723914e-25,24.11345600980455,Down
ATG13,4457,4457,ENSG00000175224,3363.8964504844166,-1.3907230172224727,0.1323840853700861,-10.505213019636304,8.173804810009568e-26,8.254296068681485e-25,24.083319957715855,Down
PIK3CB,4668,4668,ENSG00000051382,2252.404232962741,-1.2242810202160417,0.1184975229254165,-10.331701372244003,5.065404867154801e-25,4.8841178349634184e-24,23.311213866746595,Down
RRAGC,4716,4716,ENSG00000116954,748.4279551615507,-1.538929783870745,0.1495717336604854,-10.288907845141244,7.906808954090986e-25,7.546250419847831e-24,23.122268786975795,Down
IGBP1,5199,5199,ENSG00000089289,1213.6426566335822,-1.288994298235734,0.1301597954286098,-9.90316782529612,4.0329407173951693e-23,3.491518426084868e-22,21.456985661677997,Down
MRAS,5247,5247,ENSG00000158186,5251.770876523661,-1.5221415679600478,0.1543002218267692,-9.864804793793075,5.91493883606315e-23,5.074021178748608e-22,21.294647724383807,Down
TP53INP2,5255,5255,ENSG00000078804,3725.687662711896,-2.1893044346450856,0.2220632698073969,-9.858921903401423,6.271918364391289e-23,5.372060366182105e-22,21.26985911578134,Down
ATG9B,5460,5460,ENSG00000181652,87.79754976320928,-2.495199563055384,0.2563076250854769,-9.735174918121343,2.134501496585617e-22,1.759625029752571e-21,20.754579869037688,Down
RB1CC1,6153,6153,ENSG00000023287,5023.314191596472,-1.280814316079924,0.1383938421054827,-9.254850480295914,2.1453045448872536e-20,1.569377076800118e-19,18.804272695228715,Down
EIF2AK3,6848,6848,ENSG00000172071,1255.6217761363705,1.3944433324503016,0.1584745263225988,8.799163908600056,1.3783923488728569e-18,9.060278165266046e-18,17.042858468572014,Up
RAB39B,6927,6927,ENSG00000155961,845.6726789941093,-1.3920405984258108,0.1592657703409342,-8.740362699693238,2.3236321789207645e-18,1.5099738472423888e-17,16.82103057462516,Down
BNIP3,7087,7087,ENSG00000176171,3127.3039273933628,-2.121789601469866,0.245586137478937,-8.639696129639416,5.636272893966903e-18,3.5798443766012416e-17,16.4461358526445,Down
ITPR1,7250,7250,ENSG00000150995,6619.9716576156,-1.8805381531395595,0.2196547752809705,-8.561335171220733,1.1156783850745877e-17,6.926868737784149e-17,16.159463042043566,Down
HIF1A,7314,7314,ENSG00000100644,10303.052216991253,1.7980712084189858,0.210837089776133,8.52824903971203,1.4857941101911515e-17,9.144082713150436e-17,16.038859854167637,Up
CTSD,7451,7451,ENSG00000117984,5259.962533751481,-2.0380965379281424,0.2407040963720259,-8.467228304989517,2.5130122313472817e-17,1.5181601938140535e-16,15.81868239996964,Down
TANK,7570,7570,ENSG00000136560,1991.018096300987,1.1697200364790374,0.1393878683398931,8.39183531831271,4.786110185579468e-17,2.8459370551393753e-16,15.545774709630493,Up
RUBCN,7656,7656,ENSG00000145016,2181.1593426235186,-1.1910051953369845,0.1425881383683193,-8.352764886098027,6.668330275342883e-17,3.920615915706689e-16,15.4066457014028,Down
CFLAR,7769,7769,ENSG00000003402,4765.189258591063,1.155864707821847,0.1393282311464213,8.295983508231993,1.0769047532957076e-16,6.239533473438797e-16,15.20484788106846,Up
MAP2K2,8708,8708,ENSG00000126934,3615.175224065187,-1.082664066279151,0.1381049410147371,-7.839430351471786,4.525949103280791e-15,2.3395763311585482e-14,13.63086278092268,Down
NRBF2,9291,9291,ENSG00000148572,589.6594487983705,-1.1430235462831562,0.1512014236222223,-7.559608361486113,4.042847682033759e-14,1.958727505353829e-13,12.708025978069902,Down
RHEB,9537,9537,ENSG00000106615,3396.7813109356184,-1.089444996094357,0.146052354336764,-7.459277195781045,8.69984075233255e-14,4.106291998629261e-13,12.386550171165023,Down
