Gene,log2FC_rna,pvalue_rna,adjustedpvalue_rna,-log(adjustedp)_rna,log2FC_prot,pvalue_prot,adjustedpvalue_prot,-log(adjustedp)_prot
CAD,0.9061416562122327,2.6958176904340584e-14,3.054760129327272e-13,12.515022886435997,0.9282170876034288,2.4768402679658144e-14,1.398883903920573e-13,12.854218326951225
CADM1,-0.3032867673700306,0.0011588888037554,0.0025960553699377,2.5856860489279114,-1.7025015116961055,2.382344980694344e-19,2.2239699792643692e-18,17.652871079467598
CADM2,-1.93783813908108,6.416181886757745e-16,9.844589935727106e-15,14.006802369151046,-3.141561793813908,3.460730231049286e-29,8.022882177058357e-28,27.095669585739564
CADM3,-0.7902470447994112,0.0001451943539827,0.0003730908746893,3.4281853730993914,-2.792484080907171,3.7361963049759007e-47,9.485382277681502e-45,44.0229451615869
CADPS,-1.3018657311721338,3.086628310626019e-07,1.1725733473472356e-06,5.930859981575043,-2.855180106240484,6.943264280865971e-51,3.285110813615177e-48,47.48344997620165
CADPS2,-1.1601489962792917,2.84683181732561e-07,1.0882430916339154e-06,5.963274081142576,-2.5376444589331206,3.20275097533848e-35,1.4494536914042713e-33,32.838795655361665
CALB1,-2.0997494518693127,1.1755364495710708e-08,5.4718076367198846e-08,7.26186917879151,-2.9596644129097327,3.702644226771999e-17,2.848545732185494e-16,15.545376803738854
CALB2,-1.686208416260392,6.609362740747779e-14,7.00116139467675e-13,12.154829910634067,-2.1362472563687334,2.566726503670051e-17,2.0072919742074798e-16,15.697389451845073
CALCOCO1,-0.3239153868612963,1.902785280462341e-08,8.569721360799803e-08,7.067033298664243,-1.387756391424936,1.3282671821117048e-15,8.66286535000046e-15,14.062338435942246
CALCOCO2,0.3699408768339101,6.552082744316837e-06,2.058961255291748e-05,4.686351825684695,0.2927329160784581,0.0003296222474687,0.00052024836602,3.2837892751328748
CALCRL,1.389976501716088,1.6111977744753158e-15,2.2724117717095023e-14,13.643512969625707,0.7253315957132349,0.00198897466538,0.0028481548069804,2.545436408999292
CALD1,1.4439476320986024,3.33720081032614e-24,2.7264645573719496e-22,21.564400143543946,1.536406920870817,5.180636488520572e-09,1.5411536726218762e-08,7.812154054439129
CALM2,-0.1408270456463967,0.0347955714320038,0.0582675635065112,1.234573141817191,-1.704048121234689,1.6834538979852943e-35,7.965032556422241e-34,33.098812444715875
CALML5,-0.0312389228354765,0.8380584742803063,0.8735851769174022,0.0586947437299898,-0.2087288880152469,0.4942056095852167,0.5243284262738274,0.2803965965315403
CALR,0.5542965300652636,2.3487329433733192e-11,1.6276646045344676e-10,9.788435080654589,1.2499385072069225,4.20491435728678e-23,5.6042194039690275e-22,21.251484870519057
CALU,1.192273661615891,3.1392901277966075e-24,2.592247611608266e-22,21.58632351699164,1.2572989727297836,0.0001025429266877,0.0001723509323257,3.763586362950465
CAMK1,-0.675119228604288,3.717380296254948e-05,0.0001048104847168,3.979595270530485,-0.642019920679787,7.841371852650346e-10,2.5927839775806052e-09,8.586233665742366
CAMK1D,-1.0827473517441302,4.598556068072977e-06,1.4750381550635131e-05,4.831196745571091,-1.9980042709362773,3.280355882957321e-27,6.334921036308489e-26,25.19825879415216
CAMK1G,-1.351096671049989,2.2787733495965263e-08,1.014531479250242e-07,6.993734472975067,-2.2751293008686524,6.716105866677976e-21,7.229363595268982e-20,19.140899932197563
CAMK2A,-3.251629102168158,1.1754283650147604e-12,1.0166249149925964e-11,10.992839251006314,-4.205213078250185,2.4937355871860236e-35,1.1434931157277236e-33,32.941766445670666
CAMK2B,-2.4970656822926234,6.335036294739841e-17,1.159857356674391e-15,14.935595418547566,-3.232252826846111,4.4618258627545e-43,5.530361894863283e-41,40.25724644847837
CAMK2D,-0.1882489850784345,0.1622563529937531,0.2259368643464544,0.646012902873079,-0.2982347829159041,7.240102986960162e-05,0.0001242166342364,3.9058202425379833
CAMK2G,-1.568852695794572,8.811027237073495e-23,5.031755320760522e-21,20.298280485493457,-2.754623819921789,5.295429425255362e-21,5.771740825914456e-20,19.238693178687747
CAMK2N1,-1.2599782275726152,2.6099629162189434e-20,9.312804904850133e-19,18.03091949504084,-1.1304951647460018,2.1281480825074423e-08,5.885200156965985e-08,7.230238762117468
CAMK4,-2.362299271294932,3.24256631813726e-16,5.2661000629841126e-15,14.278510892972266,-3.037520934451804,5.122492412887198e-38,3.1738109241513595e-36,35.49841894936555
CAMKK1,-1.6270945511044488,1.6590663876368817e-13,1.6417368682842372e-12,11.784696448805864,-2.870439714855463,3.2848183544865074e-36,1.6678865488707343e-34,33.77783349379127
CAMKK2,-0.4609070463205889,0.0039535405098419,0.0080480084235493,2.094311577728123,-2.6045260387558486,7.584339272920268e-32,2.2949240549949733e-30,29.63923168182273
CAMKMT,-0.5557243649422432,1.0934758088081496e-09,5.894736594373355e-09,8.229535596534285,-0.298565861247577,0.0032707070163413,0.0045581455794748,2.3412118083015514
CAMKV,-2.2174598659275,7.687706821198552e-15,9.631108668566633e-14,13.01632371693291,-3.827678268259712,7.640559949856354e-40,5.805152446573342e-38,37.23618637095792
CAMLG,-0.1126958075089028,0.1831375287438439,0.2505175440763955,0.6011618545122336,-0.588854737750354,5.352809998504591e-11,2.0476809729670812e-10,9.688737705153498
CAMP,0.2027018050262921,0.248988546178186,0.3260005381233781,0.4867816830491751,1.423611855481004,4.4125004256352224e-05,7.813834115419706e-05,4.107135812911921
CAMSAP1,-1.014166547345349,1.0601287955507234e-19,3.375508978999525e-18,17.471660732431566,-0.9766263251152744,2.0377742303824398e-10,7.241786262905708e-10,9.140154297277975
CAMSAP2,-0.6410590381994208,4.642594558952288e-14,5.050035434352996e-13,12.296705574576391,-1.0642641243781392,6.460802256550063e-18,5.345825968873577e-17,16.2719851836244
CAMSAP3,-1.8898951856317303,1.411435524340782e-09,7.486611780802385e-09,8.125714686683185,-2.5146243382123186,3.666618005227202e-33,1.307048863575683e-31,30.883708176164973
CAND1,-0.1700535184465703,0.0290817512034204,0.0496172108693286,1.3043676523593504,-0.643083492558124,2.786901384320141e-08,7.578071188450458e-08,7.120441319276651
CAND2,-0.8136011062067787,3.987446306018063e-22,2.0095085074575975e-20,19.69691015083842,-0.944827236716592,1.55903548828114e-06,3.351886564882665e-06,5.474710687261065
CANT1,0.3249998637004214,0.0002213475453453,0.0005539381708781,3.2565387073743954,0.4770273591894512,1.080088698224487e-05,2.086995221796674e-05,4.680478545256402
CANX,0.3804225118541993,1.6561027306874505e-11,1.1726090076321744e-10,9.930846774017908,0.7652352803873934,1.599892151177818e-08,4.4984541873608624e-08,7.346936698054124
CAP1,0.1277546965491929,0.0491780629588953,0.0791577355838867,1.1015066378801015,0.3852534982559972,1.4062179356718723e-14,8.136366032467217e-14,13.08956952194557
CAP2,-2.0943792650903497,2.913734168034533e-09,1.4753986023430716e-08,7.83109063228809,-2.237519903137269,1.1340920739783015e-27,2.3237725192992406e-26,25.63380638852289
CAPG,1.57990199314564,1.4873603255489451e-16,2.5705603190117944e-15,14.589972200819853,1.0743599815078428,2.7826841226158265e-07,6.620562064527574e-07,6.179105138783746
CAPN1,0.307069287906712,5.666970976095055e-05,0.0001557015564272,3.807707046106227,0.1928456514960278,6.394222494725318e-06,1.2701805715190046e-05,4.896134534445801
CAPN15,0.2413913510605088,0.0061946245769093,0.0121127211127054,1.9167582820029847,0.044052663828453,0.7960220120090454,0.8127310566946694,0.0900531443404193
CAPN2,0.8872210687809368,1.5752432370740613e-12,1.3304110297361508e-11,10.876014163267122,0.7375794702840246,2.2498373532991037e-09,7.0094453787759275e-09,8.154316344154065
CAPN5,0.8682466900635664,2.19594786219242e-12,1.8053601630577568e-11,10.743436144880082,0.2853818938073283,0.0021357450372856,0.0030474278736986,2.516066564438161
CAPN7,0.4304333373221212,1.029417715471453e-09,5.567830892133937e-09,8.254313963722275,0.2185582757837547,3.583528275163665e-05,6.43119755451355e-05,4.191708149487775
CAPNS1,0.2103428376696694,0.0013046895244842,0.0028927087588391,2.53869528940633,0.3359701187279364,2.1478262310296982e-06,4.547746793895064e-06,5.342203723640284
CAPRIN1,0.7404853158260725,2.5523985860707574e-14,2.9070701882917733e-13,12.536544482498638,0.1649233446970478,0.0009965888213682,0.0014791805278228,2.829978818935643
CAPRIN2,-0.2886869116664812,0.0019131007899953,0.0041252765336626,2.3845469336550584,-0.7852596368614598,6.097658918437211e-07,1.384610202487193e-06,5.858672472618006
CAPS,0.7742150368797898,0.0001195161840301,0.00031119160645,3.5069721254406723,1.2526589032230633,1.2285770621861012e-05,2.3551120884521416e-05,4.627988418370407
CARD11,0.2802766104320939,0.109539072193238,0.1605802196693531,0.7943079523171025,0.251052392538012,0.057496388765646,0.0691804312405051,1.1600167351116542
CARD16,1.6003023781353145,2.716260914025954e-12,2.1925643745251773e-11,10.65904764672332,1.709892369596726,0.0001681167691538,0.0002753189820834,3.560163844800292
CARD6,0.7477745933513136,8.69643638964698e-07,3.101657520720481e-06,5.50840615786754,1.3340923105875937,3.2623510502238983e-06,6.728316243665655e-06,5.172093604063416
CARD8,1.0086059843777786,5.948592562675294e-11,3.8844643178442303e-10,9.410668863567004,0.9468185292723038,9.974692970403392e-07,2.202511584091121e-06,5.657081798741739
CARD9,0.3212375662424307,0.1324996225167425,0.1894667860266905,0.7224669118679069,0.6807283079551841,3.381610334791159e-05,6.087717394472704e-05,4.215545516695731
CARHSP1,0.5494287739832107,1.3488870848935493e-07,5.389814963048575e-07,6.268426144257855,0.4901349347700774,1.06596671365536e-05,2.062004743066092e-05,4.685710340078176
CARM1,-0.2785434318405286,0.0006699530253369,0.0015559665379405,2.807999747027598,-0.2347295560710464,1.0004923669206728e-06,2.2082538268187625e-06,5.655951008274808
CARNS1,-3.063907408566708,2.580487075620779e-15,3.5118187696170984e-14,13.45446790432234,-2.322461340290173,7.349788483992987e-09,2.1514046212003094e-08,7.667277902848718
CARTPT,-1.4738440047540529,3.3379636737941756e-08,1.4512007846829816e-07,6.838272495455288,-3.3775922833132523,4.485825891999032e-07,1.039237963717292e-06,5.983284996719687
CASC4,0.080004080183599,0.1911690387916675,0.2599473516631954,0.5851146027886605,0.1222699663604292,0.2960140661533481,0.3256060884064461,0.4873074829701772
CASKIN1,-2.1314424976211868,1.2294928786673797e-22,6.78358125065194e-21,20.168540968850422,-2.6997920278512417,2.5693678470088224e-27,5.017739196907098e-26,25.2994919154183
CASKIN2,0.149626620846913,0.1330770788299486,0.1901478990273357,0.7209084688107766,0.0806589006330655,0.3804993789927954,0.4120921897758826,0.3850056164129984
CASP1,1.3379311711952813,4.231480750716905e-18,9.693144565044291e-17,16.0135353100799,1.4687310335676622,1.5397305278509203e-11,6.314836510795993e-11,10.199637888715658
CASP10,0.2061839819830693,0.0231333392798288,0.0403759696285044,1.393877034957992,0.2576333187775546,0.1762458848845949,0.2001684032475448,0.6986044751994491
CASP2,1.2273751190503184,6.84985116719464e-24,5.199505038154391e-22,21.284037996640084,0.7727434793871906,5.308685189787009e-06,1.066758767190984e-05,4.971933779190919
CASP3,1.095418242659381,2.3275328599161545e-17,4.591570473129189e-16,15.3380387455828,1.8265351181059173,2.4114172192765575e-11,9.661447973614199e-11,10.0149577804349
CASP4,0.8284716012199711,1.2441281962853184e-09,6.646771884941148e-09,8.177389225816095,1.3830836264802588,3.9018401431731657e-14,2.1398447866327443e-13,12.66961772700295
CASP6,1.318855619263334,1.016100824510639e-14,1.2448890402350397e-13,12.90486935648887,1.5960512797316466,3.123664926484937e-12,1.394263645788238e-11,10.855655096335031
CASP7,0.6874188653726421,5.923782111735069e-12,4.517600074103855e-11,10.345092218147284,1.1431245580500646,2.453635189467012e-09,7.592119110333571e-09,8.1196369870198
CASP8,0.8899395608857983,1.1803208819885976e-08,5.4930317969469344e-08,7.2601878870156655,1.0042411651908416,6.38225727901878e-05,0.0001104303390271,3.9569115945238527
CAST,0.6054051680313304,7.846797730778024e-08,3.24245866670628e-07,6.489125551384452,0.3476812163475623,0.0002887982741487,0.0004592973622023,3.3379060487781342
CAT,0.3344245513547044,0.0056985565380829,0.0112307788182408,1.9495901257744876,1.2016708480446374,3.5075995631081274e-10,1.2105637882093003e-09,8.917012321350358
CAV1,2.032404599770953,2.0618715497174602e-19,6.176012796347324e-18,17.209291812837918,0.937210541085314,0.0014820178280405,0.0021539128137494,2.6667718800881026
CAV2,0.6882823918067071,9.263926411432864e-05,0.0002454513705672,3.610034538515792,0.5980108157390852,0.0036606614652082,0.0050663243174249,2.295307012579471
CBFB,0.6581109036670316,2.9021127042883127e-06,9.567499152713103e-06,5.019201567564089,1.2669443298896828,1.5324479441315212e-09,4.88403265476577e-09,8.311221441013565
CBLL1,0.05317700814855,0.3130593960342914,0.3958713724388303,0.4024459032525341,0.3679637708623793,1.4177858702719963e-05,2.6954763696184864e-05,4.569364471139846
CBLN2,-2.364445541334324,3.286335779482815e-13,3.094168687292718e-12,11.509456013208284,-3.132854576273728,9.842854946451163e-08,2.479532360542356e-07,6.60563021932961
CBLN4,-2.8825744917778966,1.6884733361805774e-10,1.0325160190874576e-09,8.986103201708055,-2.7115254235406896,1.3426075177059402e-12,6.222681840196597e-12,11.20602240351164
CBR1,-0.4774425672709945,0.0431546184989774,0.0705211730528853,1.1516804722354783,-0.5732247693992191,0.0018169104843433,0.0026132680988711,2.582816033101774
CBR3,0.3629062088018013,0.0001727925933627,0.0004389312582595,3.357603489999775,0.2199540028873314,0.0107304464308465,0.0140866713203029,1.8511916185309432
CBR4,-0.2257154355150206,0.0018727783235256,0.0040454659994355,2.393031444551886,-0.8554133957292367,2.1432099514347376e-12,9.70786439707754e-12,11.012876298678409
CBWD2,0.0650653147591224,0.4511801841960794,0.5354834447955994,0.2712539514335422,0.2706685044935708,0.2235382979065497,0.2504369974070903,0.6013015117921646
CBX2,0.3044221590915228,0.0014267129887412,0.0031441456019126,2.5024973504688104,1.7343883139639282,9.88652104196906e-05,0.0001665999636164,3.778325097774336
CBX3,0.5124716481989271,1.3745128030266155e-10,8.535528946030623e-10,9.068769560521789,1.588870881434922,1.0257167165728384e-08,2.953439917788845e-08,7.529671859625288
CBX5,0.6347949688810086,4.734720841701655e-06,1.514937122828536e-05,4.819605392095859,1.430852429591006,3.307534511919528e-13,1.6480673400943209e-12,11.783025046987277
CBX8,1.060986208514091,1.3698064588867222e-12,1.169430997838256e-11,10.932025398602306,1.10317859299867,1.3173270502731112e-10,4.809560598489236e-10,9.317894598962614
CC2D2A,0.8590134183357989,3.073723542198033e-15,4.1438472597023895e-14,13.382596260861986,0.0126502776687982,0.9205761959493076,0.9286952533084264,0.0321267741862469
CCAR1,0.7372770546760563,1.5883460766279306e-08,7.2456809697866e-08,7.139920792039195,0.5316733279124992,1.569269878086038e-07,3.846133779373103e-07,6.414975613848687
CCDC102A,0.81093521047256,3.633594522109737e-05,0.0001025664826301,3.9889945377325455,1.1007389734311694,2.356802127931692e-06,4.95094921284379e-06,5.3053115286664605
CCDC106,-0.1717648183144202,0.0451218886636706,0.0732750504606419,1.1350438738138422,-0.0561324994768499,0.6692706775644675,0.6942832851074887,0.1584632902712662
CCDC115,-0.4403186460559016,4.255910821452415e-12,3.313888891301049e-11,10.479662056780825,-0.2819702225640171,1.7123549090455547e-05,3.220799105214163e-05,4.492036363108863
CCDC117,0.0659415295859915,0.3337125932310767,0.4173456407978907,0.379504118372895,0.0516436049957476,0.4541165123887673,0.4850091091170407,0.314250104692343
CCDC120,-0.3421758583399157,0.1649396338915223,0.2290859490610632,0.640001547355264,-0.986406952186951,3.341306081539168e-08,9.005607199052618e-08,7.04548699974531
CCDC124,0.3649764244375593,0.0014382623697685,0.0031675985620726,2.4992698628538883,0.3725510170464223,8.144911729537219e-05,0.0001387113648441,3.8578879550268734
CCDC127,-0.050164730183841,0.2729375660197983,0.3524296047681288,0.4529276171515703,-1.3734829851895818,2.861750288766414e-10,1.0006032501098287e-09,8.999738090796532
CCDC130,0.529807604059279,8.623881031102992e-07,3.0775703802211303e-06,5.511792006506421,0.3192902620862314,0.0012950362081673,0.0018959257230399,2.722178681083266
CCDC136,-0.5109194046569723,0.0001051671889103,0.0002761599088254,3.5588393693477003,-2.667318620466238,2.6441473736076384e-31,7.66655432085847e-30,29.115399782813643
CCDC149,-0.4092270865749228,1.7066522244223918e-08,7.759071121889308e-08,7.11019026724488,-0.4732416904746969,1.8046121452467955e-06,3.856335007159494e-06,5.413825245142389
CCDC167,2.015411405868238,1.3107164947446594e-11,9.416970183582881e-11,10.026088804660036,0.4368086684126997,0.0192408958436857,0.0244929050797266,1.6109597005727274
CCDC174,0.317471763352863,6.643662096125711e-06,2.085594515200419e-05,4.680770123967329,0.4825721897759836,3.76149086844942e-05,6.722760722817653e-05,4.172452345923504
CCDC177,-1.293001146213708,5.521495322204127e-12,4.2266329052713196e-11,10.374005470206976,-2.299849438127555,3.960627829909381e-14,2.1697986885014083e-13,12.663580557639312
CCDC186,-1.2736433230438564,3.0963941440028875e-24,2.565493751448088e-22,21.590829038780928,-0.5771522681097013,1.6069436704192921e-09,5.105823157934801e-09,8.291934231220583
CCDC22,0.2223296845297557,0.0001970449036952,0.0004958990461407,3.304606727071248,0.0276200317154022,0.5463867243455043,0.5760497734946171,0.2395399898056917
CCDC25,-0.1106077100153033,0.0225930976150266,0.0395346858466839,1.4030217078742886,-0.0766322109498886,0.0599749273947399,0.0719878942864215,1.1427405297720112
CCDC28A,-1.1147584883560793,1.542173515702402e-16,2.6563639937137498e-15,14.575712415136028,-0.7348305231474053,0.0007802581048268,0.0011729790024757,2.9307097621304465
CCDC43,-0.0759282562799903,0.2180284506946766,0.2907442518347584,0.5364888627426708,-0.5916656970238063,1.0639860489433432e-16,7.849065048512586e-16,15.10518207172024
CCDC47,0.4472469556323837,1.0327676355946765e-07,4.189694033063084e-07,6.377817691736385,0.742240512238977,3.5278417012108386e-08,9.491161609693361e-08,7.022680631639371
CCDC50,0.6419449394263257,1.1779826422007066e-12,1.0184737085486263e-11,10.99205017764038,0.4375609837902215,0.0012925260711456,0.0018927833250639,2.7228990987223827
CCDC59,0.4246367410598957,5.505742580101912e-07,2.020894430738113e-06,5.694456372949517,0.2402220274827343,0.0070146629191333,0.0093850419441206,2.0275637820666668
CCDC6,-1.0412582090091895,4.910432571402287e-10,2.787939440423106e-09,8.55471666420951,-1.1904527364895905,5.702665408045838e-31,1.5913952877305397e-29,28.798221932259388
CCDC61,0.3755984804808605,0.0037839696986693,0.0077227611368466,2.1122273975782653,0.4000049503808838,3.276284717302984e-05,5.905254999550954e-05,4.228761344027308
CCDC71L,0.718159280841741,2.232018419973204e-07,8.667777918809189e-07,6.062092224471655,0.4639052352813062,0.00014773899164,0.0002435564086128,3.613400438506156
CCDC8,0.5239032610545404,0.0001036532259138,0.0002725310190466,3.564584059867698,0.688165051690336,0.0003406121366992,0.0005366174861362,3.270335179579173
CCDC80,2.101692931507139,2.6456779779749826e-17,5.181543360389786e-16,15.285540863214589,0.9157689028578248,0.0004543776614889,0.000702766282086,3.153189083624201
CCDC84,-0.1324797266369834,0.2804931729134692,0.3607184116779446,0.4428316899908592,-1.5855632705926823,0.005738493038119,0.0077683955985059,2.109668666483988
CCDC85A,-2.6930018935268443,9.461705017309639e-24,6.986797402812149e-22,21.15572184986379,-2.4875194627443813,4.40943911171452e-21,4.826272525114241e-20,19.3163881584298
CCDC85B,-1.2214090426520947,1.7560742023070085e-19,5.3121244619787e-18,17.274731758090844,-0.959171480374122,3.227572239112416e-21,3.566433061244282e-20,19.447765922885427
CCDC85C,-0.1963648041846983,0.0524476455245802,0.0837257757110437,1.0771408200739692,-0.091568535553946,0.4617781423338975,0.4924844962657315,0.3076074368257057
CCDC86,0.3560591724675905,2.0624558018550517e-11,1.4419492193633054e-10,9.841050033748788,0.7448346799604506,5.139466930715073e-08,1.3522930051014457e-07,6.868929198400395
CCDC88A,-0.593377194054419,4.715214656791168e-05,0.000131054442394,3.882548253050047,-0.0247269012819489,0.6387297526658021,0.6657858998095668,0.1766654066857233
CCDC88C,0.3407223531107481,0.0117101025163775,0.0217458080614875,1.6626244495702842,0.0698018012688046,0.6033734780697583,0.6317789491226349,0.1994348488838417
CCDC9,0.1161561816455183,0.0339394690438908,0.0570214807788547,1.243961508777957,0.1936087759127997,0.0004980362050823,0.0007664954472416,3.115490420383923
CCDC91,-0.5632295736813226,4.317831071939312e-11,2.8764357334516403e-10,9.541145324721784,-0.8047478158234428,9.24029727136254e-16,6.1262582355167305e-15,14.212804700657715
CCDC92,-1.404053215809503,2.34556456489564e-25,2.4818306967610057e-23,22.605227848127505,-1.613428585153327,7.230761505243807e-24,1.0367079408826832e-22,21.9843435748818
CCDC93,0.5375126484474375,1.1714091944646797e-07,4.718454767815706e-07,6.326200203841509,0.0276398410915917,0.5192423571434821,0.5490444631761993,0.2603924837281297
CCDC97,0.8710434227517911,1.0709550064236198e-13,1.0934119576861368e-12,11.961216180921223,0.5133155075985525,9.895801250663484e-06,1.9228186525696516e-05,4.716061673588959
CCK,-4.960840435624641,1.0827959140661704e-19,3.4371036015071864e-18,17.46380737711946,-1.953998937398352,4.687281700783063e-22,5.733245032132891e-21,20.24159949659457
CCL18,0.4661304239475541,0.298287542671367,0.3799835366640722,0.4202352194117045,0.9854637105876822,0.0018303206493303,0.0026303752090128,2.579982297296856
CCL2,0.1346146956667429,0.7191245532115725,0.7775299623815471,0.1092828662930903,1.3889527423104109,0.0037804382750548,0.005221680202368,2.2821897297171705
CCL20,0.8891429024386728,4.763601929261386e-05,0.000132354164323,3.8782623897303754,0.9788127360328324,2.8447024110391977e-06,5.911460849771812e-06,5.22830518230038
CCL5,0.4068316936176721,0.0215595084048461,0.0379106118295863,1.4212392065503772,1.0844488667293248,0.0003556861477355,0.0005587944031286,3.252747952419172
CCNA2,1.6161803531586134,1.7409390333553753e-22,9.43504032223328e-21,20.025256239464497,0.8578825477629942,0.0002809307593137,0.00044726342516,3.349436614683631
CCNB1,1.4734246977523826,5.162984847715412e-19,1.4538441894914758e-17,16.837482134928123,1.1623720082094289,0.0001742946072893,0.0002846748104935,3.54565095978542
CCND2,0.9868031640080536,7.662828153810696e-11,4.923628962551027e-10,9.30771468230208,0.0904230108848224,0.4781659660239863,0.5085032223481482,0.2937062906397903
CCNK,0.489110279612964,2.343808870653793e-08,1.0412100402857146e-07,6.982461652683759,0.7243390847787584,1.7963774960927225e-07,4.3708493120217733e-07,6.359434165847459
CCNT1,0.4593412519513382,2.8942132789339494e-06,9.542743958411383e-06,5.020326728582157,0.647123086422522,9.343012808837168e-14,4.931613606855278e-13,12.307010957823334
CCNY,-0.980626773449492,8.882434794650032e-24,6.598920098809609e-22,21.1805271301401,-1.6809436277736838,2.1490585786632056e-27,4.2446965361110635e-26,25.37215335310045
CCNYL1,-0.0947387456788622,0.2361879912637996,0.3112918243445559,0.5068322853202836,-0.5088077511024773,0.0020893048233509,0.0029856636334789,2.5249591217123126
CCP110,-1.4338546221380994,4.3904937279755575e-14,4.805752248059946e-13,12.318238622228307,-0.3103697693110189,0.0025981881048763,0.003666062082643,2.435800184785427
CCR1,0.5024878270752833,0.0005579960595762,0.0013134186910789,2.8815968076200003,0.767951685564922,0.0003078073622925,0.0004877921489429,3.3117651939735206
CCSAP,-1.101576442084836,1.209648822475791e-16,2.116409199638746e-15,14.674400359338216,-1.9340369520777456,5.611675964671975e-31,1.5744456904655146e-29,28.802872315489765
CCSER2,-1.195718685671313,2.705799744076184e-29,7.5153587891716e-27,26.124050281020143,-0.6266818680553224,3.231814684981741e-06,6.670624441002368e-06,5.175833509623478
CCT4,-0.0697405403674196,0.3798021082725937,0.4644580542552027,0.3330535015370142,-0.397563470511239,1.1054253990931934e-10,4.074494681006038e-10,9.389926244803432
CD109,0.7594238741032662,3.076658204527856e-07,1.1689675087062004e-06,5.932197559826791,0.5591603358776853,0.0010233215929724,0.001516911771753,2.819039678379439
CD14,1.751361174442776,2.233529161507197e-12,1.8344059061007697e-11,10.736504560010104,1.7369468530323715,1.4790439904520003e-11,6.074672540817142e-11,10.216477128025808
CD151,2.2352509382213794,5.9562018703009786e-18,1.3270873848121835e-16,15.877100479176082,1.0219395486139435,3.751136553502924e-09,1.136036671091415e-08,7.944607649438733
CD163,3.140841963807178,1.8211367435251968e-17,3.6575369174398416e-16,15.436811281618374,1.8065009782971333,2.0365347288130795e-10,7.239853139417808e-10,9.14027024338674
CD177,0.1809653214466129,0.3683534568016294,0.452835751316397,0.3440592929803316,0.5728665286926405,0.0003952312007423,0.0006166009545155,3.2099958073089945
CD180,1.1327847815166656,1.8754456409434315e-05,5.522183153347712e-05,4.257889193283653,1.4579575242201177,9.173244975796767e-11,3.42483166976573e-10,9.465360769190069
CD200,-1.7117923059794735,6.042886521034906e-28,1.1629939554892533e-25,24.93442254245512,-3.467850754045351,6.3914016780861e-35,2.760502077477105e-33,32.559011921685766
CD248,1.157342173030175,5.133934180886599e-16,8.01812263573356e-15,14.095927305579252,0.7908670979827833,8.466116585438863e-05,0.0001438521180833,3.842083739160379
CD274,0.366783623896648,0.0002760779313826,0.000679820350479,3.167605838916752,0.0196847477309413,0.867208791382969,0.8794598898582741,0.0557839629267565
CD276,1.5356632497936182,1.6699415150120177e-21,7.314822672029342e-20,19.135796197698973,1.0904615115103276,5.688937243683102e-06,1.1372411709141042e-05,4.944147426173689
CD2AP,0.598806699780404,9.836001170657775e-11,6.244455600343307e-10,9.204505417990037,0.953596466546718,2.5289694573965088e-18,2.159478513703057e-17,16.665651112721655
CD2BP2,0.3374725090737254,0.0001069034737844,0.0002803578010987,3.5522873549319325,0.47061369734908,0.0010629641520184,0.0015725403437123,2.8033982038624203
CD300A,0.8749778614845365,9.867384627431002e-06,3.026460221654769e-05,4.519065029872811,1.2261683525652,3.985844320379455e-06,8.143013450604464e-06,5.089214847840287
CD300LF,0.334653363507285,0.0846406937526276,0.1280269717619732,0.8926985268097126,0.9759178717432124,3.005482621493599e-07,7.119724307493598e-07,6.14753682294353
CD320,0.9487276339836496,5.636419008388954e-17,1.0389543997212884e-15,14.983403513447648,0.2417509370611239,0.0594858562753018,0.0714269264384951,1.14613803753499
CD33,0.3951524729198619,0.000782737933886,0.0018026647112072,2.74408504289131,0.8683488376963092,2.6632881587622483e-08,7.276159171799539e-08,7.138097808965605
CD34,0.5117632389349112,7.45057172370086e-10,4.100582618119712e-09,8.387154433558734,0.318457955603884,0.0312270464774588,0.0388434902944394,1.410681753338925
CD36,0.8997188961219695,1.51740343872664e-07,6.020840072947491e-07,6.220342908477763,0.6677300477149212,0.0001009134578394,0.0001698360851137,3.769970029635083
CD38,0.2856881395581485,0.1672052060869757,0.2316665521896639,0.6351366647341941,0.0527449697762598,0.716743941062457,0.7390379081247266,0.1313332843830527
CD3EAP,0.3660008300800843,0.0062995255739803,0.0123020936464706,1.910020971346521,0.7245828625593327,4.537986020539758e-07,1.0496865886177408e-06,5.978940351550902
CD4,0.6766741941370693,6.599719186490631e-05,0.0001795329286101,3.745855884678246,0.5725685830121067,0.0041518133553708,0.0057021012291931,2.243965076944175
CD40,0.610245636727802,2.9659259161567325e-14,3.3406986747789334e-13,12.476162695203664,0.137440835326241,0.1872098750915878,0.2120191045401303,0.6736250040592895
CD44,2.462885329630618,5.000859604026644e-12,3.8522222011225716e-11,10.414288670161676,2.5321965065976983,2.4337652887461384e-08,6.682422287142853e-08,7.175066083145504
CD46,-0.1496235677337214,0.1132884374200429,0.1653439371218053,0.7816117252910643,-1.320112285454583,1.681649422987419e-25,2.752246673565416e-24,23.560312644503615
CD47,-0.9956875422105184,5.725345908247311e-24,4.428446350929772e-22,21.35374861227924,-3.052002461944077,4.6394953715605016e-30,1.1865480914637163e-28,27.925714654889497
CD48,0.3824782245002049,0.0044944360851188,0.0090451220084376,2.043585570624637,0.3131266464597868,0.0585695472428006,0.0703903033426061,1.1524871632278344
