,log2FC_rna,pvalue_rna,adjustedpvalue_rna,-log(adjustedp)_rna,category_rna,log2FC_prot,pvalue_prot,adjustedpvalue_prot,-log(adjustedp)_prot,category_prot
COX15,-0.1216450983519088,0.3507805701794789,0.3969628694661952,0.4012501137408743,Not Significant,-0.9462703064896713,8.4407307939284e-09,2.181762275490457e-08,7.661192571835278,Not Significant
COX17,0.0961157423627057,0.4428461525418193,0.4886344075253327,0.3110159551434562,Not Significant,-1.0749112881209577,9.101083171604879e-11,2.8820558178653837e-10,9.540297612295042,Down
COX18,-0.0161339683839365,0.867712156010665,0.8870846620307935,0.0520349297757245,Not Significant,-0.6849814537838356,2.531821526968012e-12,9.418774222376707e-12,11.026005613459434,Not Significant
COX19,0.0208985998227646,0.887767319729754,0.90419249610328,0.0437391014982087,Not Significant,-0.9965040694531692,7.34251029017799e-16,3.913373763976585e-15,14.407448670913377,Not Significant
COX20,0.3345055558286987,0.0063735053313196,0.0098758473922174,2.005425629678737,Not Significant,-0.696004525880821,2.1284596281831185e-06,4.209602179319415e-06,5.375758944423198,Not Significant
COX4I1,-0.6576010939921844,6.667794076029036e-05,0.0001467264253427,3.833491662932196,Not Significant,-2.590088865451529,3.2637376519296266e-21,3.122449009093335e-20,19.505504645107617,Down
COX5A,-0.6609223224196263,0.0003139101641585,0.0006106064865289,3.2142385864625407,Not Significant,-2.320931511669319,1.0956049882191065e-19,8.88866120216109e-19,18.051163646937425,Down
COX5B,-0.5537701150686622,0.0015847585830022,0.0027271708174179,2.564287659000556,Not Significant,-2.5862713029554625,5.6689749960243105e-28,1.3917066210758735e-26,25.8564523065908,Down
COX6A1,-0.3438498920827015,0.0532164138861649,0.0702163920745547,1.15356148962953,Not Significant,-1.452649825347037,9.543287855057116e-06,1.7566062472730244e-05,4.755325577036824,Down
COX6B1,-0.1565146113436135,0.3350436641105457,0.381037465821815,0.4190323198632036,Not Significant,-2.436721785980536,1.1161027640023068e-21,1.1096001595510996e-20,19.9548334894869,Down
COX6C,-0.6956688901931152,0.0051821679371297,0.0081532343899179,2.0886700723595486,Not Significant,-2.4595181278350022,3.243234310666481e-16,1.793773960665643e-15,14.746232284714758,Down
COX7A1,-1.766862123043424,2.885545992896505e-07,1.0249996591128134e-06,5.989276279042811,Down,-3.359361974557299,3.8359979294502483e-19,2.940272639738412e-18,17.53161239732794,Down
COX7A2,-0.3004118729324254,0.2167637500966512,0.2557000021631925,0.5922692682995833,Not Significant,-2.654031375854848,3.7617540039330673e-20,3.2360411096644045e-19,18.48998596988208,Down
COX7A2L,-0.7668451876611613,0.0007068941116093,0.001294772960064,2.887806378946334,Not Significant,-2.550215187293292,2.033612506716532e-22,2.2328979517312637e-21,20.651131124672727,Down
COX7B,-0.4967199225628462,0.0032755871841823,0.0053429833700539,2.272216177549273,Not Significant,-1.8062308648166003,3.961818976028651e-19,3.0322480677560466e-18,17.518235272020657,Down
COX7C,-0.4371158551726992,0.0101158567962289,0.0151200003482722,1.8204481988313272,Not Significant,-2.734180273530906,4.089945372757941e-17,2.492519987414368e-16,15.60336135041291,Down
COX8A,0.4517972452370102,0.0262487173858991,0.0365537156408,1.437068470955669,Not Significant,-1.4912586448235536,1.4871698853670689e-12,5.666160811415014e-12,11.24671110392093,Down
CYC1,0.1429892931018308,0.305265346222582,0.34997645360718,0.4559611739710595,Not Significant,-2.118820558592984,3.585677088964186e-18,2.466841561072585e-17,16.607858743238907,Down
ECSIT,-0.2802065514176561,0.0056143996295443,0.0087770735363174,2.0566502630102645,Not Significant,-1.099673978155386,3.628208843925117e-08,8.73606890039707e-08,7.058683949393888,Down
