,log2FC_rna,pvalue_rna,adjustedpvalue_rna,-log(adjustedp)_rna,category_rna,log2FC_prot,pvalue_prot,adjustedpvalue_prot,-log(adjustedp)_prot,category_prot
CEP89,0.5578909169138964,0.0007370652775464,0.0013431974685243,2.871860135368319,Not Significant,0.6593069889002342,0.0017346781595719,0.0053106661655837,2.2748509979598146,Not Significant
CMC1,0.1624503329481026,0.1110614826886116,0.1384866167353723,0.8585921945332232,Not Significant,-1.5360554370804853,0.0001595318767191,0.000898575381369,3.0464454841205,Down
CMC2,-0.0313416710134504,0.7661857315053509,0.7963841373488346,0.0988773989842543,Not Significant,-1.2564396762270755,1.210049435337355e-05,0.0001483557664596,3.828695568370084,Down
COA1,0.5650116020912854,1.7700158231771e-05,4.375739730720516e-05,4.35894851777002,Not Significant,-0.7382512026829855,0.0002785324143892,0.001330538733996,2.8759724779589844,Not Significant
COA3,0.0051144776160896,0.9719908577030286,0.9768391760275648,0.0101769313815412,Not Significant,-1.0942927420295605,0.0004336108366455,0.0018619864680871,2.730023479561129,Down
COA4,1.457275759270356,5.255466055689279e-19,8.973485600849797e-17,16.047038829734465,Up,0.201984781411431,0.4057149951377831,0.4737589616770455,0.3244425617836001,Not Significant
COA5,-0.1189791481472113,0.1251538938409531,0.1544909112307023,0.8110970652259349,Not Significant,-0.7105504581454298,0.083952546284784,0.1238466630213035,0.90711569074111,Not Significant
COA6,-0.7177751988189662,1.64255638875566e-05,4.089648643234952e-05,4.3883140022271165,Not Significant,-1.645000777546173,6.003002668080717e-05,0.0004403471090348,3.3562048505398225,Down
COA7,-0.301805313729524,0.1426558699117169,0.1744495306495067,0.7583301946687424,Not Significant,-1.2742948644144507,9.588163210378664e-05,0.0006218267343104,3.206330610189375,Down
COX11,-0.734639997534817,1.8310271552162158e-09,1.0863231779533665e-08,7.964040954192625,Not Significant,-0.7341666451166504,0.00046536227193,0.00196111574434,2.7074967736729585,Not Significant
COX14,-0.3309303708752154,0.0429946640565889,0.0576428328062386,1.2392546843138614,Not Significant,-0.537098346179223,0.012634721793933,0.0256214336943403,1.5913965721666723,Not Significant
COX15,-0.1216450983519088,0.3507805701794789,0.3969628694661952,0.4012501137408743,Not Significant,-0.5572777509058499,0.0157650918153977,0.030810897616687,1.5112956491580511,Not Significant
COX17,0.0961157423627057,0.4428461525418193,0.4886344075253327,0.3110159551434562,Not Significant,-1.256750271486066,0.0046072712353807,0.0113026364103414,1.9468202428071784,Down
COX18,-0.0161339683839365,0.867712156010665,0.8870846620307935,0.0520349297757245,Not Significant,-0.8976139277904649,0.0016270687356208,0.0050510463671571,2.296618644770553,Not Significant
