gene_name,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR
OSBPL8,ENSG00000091039,5229.314930172099,0.7630574776558685,0.18885482322626604,4.040444742794062,5.33499343196387e-05,0.00011236404158276578
RNU7-38P,ENSG00000238446,5.8858586997649756,5.218607166379323,1.2916502178243507,4.04026345086638,5.339119219141682e-05,0.00011243798680344788
PNPLA4,ENSG00000006757,462.6102755250462,-1.152248521665436,0.28519233798122107,-4.040250624619892,5.339411229485385e-05,0.00011243885924452728
ME1,ENSG00000065833,858.322627419812,-1.7529394128406675,0.4338850047126778,-4.0401013950723605,5.342809795085246e-05,0.00011250514726888642
RNU1-19P,ENSG00000200176,5.4344782574677,5.107998335815404,1.2643390867604642,4.04005411942401,5.3438868819199336e-05,0.00011252254729170781
ROMO1,ENSG00000125995,1090.396809309152,0.581532344223449,0.1439435064736069,4.040004015951057,5.345028619993367e-05,0.00011254130693431673
CSAD,ENSG00000139631,1076.6854723482024,-0.6070289202045859,0.15026026683069255,-4.03984987520728,5.348542567640815e-05,0.00011261001011289932
PROM2,ENSG00000155066,131.84264624134352,-0.8515492024129906,0.21079348722774138,-4.039732031630448,5.351230524823646e-05,0.00011266131697994736
AL592494.2,ENSG00000272583,5.27120181383882,-2.1429088425684952,0.5304684180803899,-4.039653953996085,5.353012144254286e-05,0.0001126935384840171
CASP14,ENSG00000105141,4.101343041365992,-2.852015787510077,0.706056638386922,-4.039358363694274,5.359762183138443e-05,0.00011283034901224727
AL118511.1,ENSG00000223393,13.809422066022009,1.838997822778101,0.45538483073238323,4.038337903835071,5.3831272262423564e-05,0.00011331689893447213
RN7SL397P,ENSG00000244139,6.24808872118541,5.313378690649854,1.315814361651994,4.0380914249780275,5.3887852023569334e-05,0.00011342535923396096
YJU2,ENSG00000105248,558.7338097311816,-0.5231478822776546,0.1295531384789713,-4.03809501197511,5.3887028216659214e-05,0.00011342535923396096
CTSO,ENSG00000256043,1938.7947009092038,1.1202849781379414,0.27743695036905164,4.037980437168582,5.391334791233615e-05,0.00011347370111986657
RNU6-1333P,ENSG00000251971,5.360307932409184,5.096045042049776,1.2623318409682178,4.0370090309542315,5.41369856256768e-05,0.0001139390563794439
RNU6-94P,ENSG00000271819,4.604179290910089,4.469950043564516,1.1072677477869959,4.036918850475175,5.415779155453643e-05,0.00011397749940638827
AL158847.1,ENSG00000241720,5.355333211338328,-1.501068956784891,0.37186053258442303,-4.036644992552699,5.422102094765326e-05,0.00011410521672179672
AC011471.3,ENSG00000280394,4.841068034274756,4.508879264122382,1.11705436824147,4.036400906090645,5.4277435532367965e-05,0.00011421858133343728
RNA5SP395,ENSG00000252376,5.4683662732838645,5.125394531837823,1.2698802024298304,4.036124448613912,5.434139904416956e-05,0.00011434782013275803
RNU2-37P,ENSG00000222627,5.713098062979898,5.190235086426053,1.2859829801756872,4.036006048631358,5.4368814890098235e-05,0.00011440014503791785
HIKESHIP3,ENSG00000271081,5.4646032710739405,5.125231232277218,1.2699477551292429,4.035781166254058,5.4420923117465725e-05,0.00011450441907548554
TMEM259,ENSG00000182087,3274.8699691982283,-0.561016416180873,0.13901442675178413,-4.035670464494959,5.444659155783203e-05,0.00011455305527225963
