Gene Symbol,log2FC,pval,p_adj,neg_log10_p
ACTR3BP2,0.23627662713267128,0.010048361820385486,0.04531395288134907,1.3437680512686605
ACTR3BP5,0.22687198962323674,0.09839709141202449,0.22541603855364942,0.6470151867480197
ACTR3C,-0.11597737371108696,0.7551764709971746,0.8575698032672603,0.06673051975168702
ACTR3P2,0.6717749647959228,0.031045456561398475,0.10123415074164092,0.9946729561058004
ACTR5,0.08255898010805396,0.23299921187206313,0.40590403573817396,0.39157663064845455
ACTR6,0.06843289098470251,0.45749216768649337,0.6303347869777792,0.20042872432671122
ACTR8,0.1623007807941299,0.0678465065831284,0.17365377797004128,0.7603157638436093
ACTRT2,0.6438215163121823,0.00028135520284355934,0.003589006751671287,2.445025724667366
ACTRT3,0.11266978116543758,0.6883674800755347,0.8117110195790954,0.09059855812318782
ACVR1,0.12854065067126008,0.25152132008852873,0.4264465162606336,0.37013542909058217
ACVR1B,-0.39506760074180036,2.117750756003358e-06,0.00012833117378344074,3.891667833433185
ACVR2A,-0.3021301078649916,0.03476760074199343,0.10931948305967215,0.9613024306279561
ACVR2B,-0.7590824918053709,0.00029046320716302244,0.003661315382179247,2.4363628597989413
ACVR2B-AS1,-0.2109191084653208,0.3643579510840681,0.5437149210471585,0.26462874858826907
ACVRL1,0.8218982864136155,0.0009913006185593458,0.008800996734415542,2.055468140151704
ACY1,-0.6181612063182893,7.81009592101097e-07,6.554063975400563e-05,4.183489323706185
ACY3,-0.08520349387956117,0.5967262540814061,0.7435068736111159,0.12871501213519496
ACYP1,0.26747128513105967,0.08126352309224531,0.19725823262498368,0.704964862344189
ACYP2,-0.1902733989886478,0.10673540384082354,0.2382966388182816,0.6228820833479115
ADA,-0.11940443434191472,0.30701117891559815,0.4867640750009744,0.31268148180715116
ADAD1,-0.03452272646748433,0.6857807906503974,0.8097766518550727,0.09163474932197087
