Gene Symbol,log2FC,pval,p_adj,neg_log10_p
CSTL1,-0.20553835514939056,0.25016123382591643,0.42505448269383567,0.37155539932196713
CT45A1,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT45A2,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT45A3,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT45A4,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT45A5,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT45A6,-0.3910419645530405,0.2436985241538747,0.4176399886690809,0.37919792469242475
CT47A1,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A10,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A11,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A12,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A2,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A3,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A4,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A5,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A6,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A7,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A8,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT47A9,-0.02806397341293554,0.9084757665905762,0.9501596124343371,0.022203433682841583
CT55,0.08374429628345048,0.6960688160403461,0.8169857816582484,0.08778550160846187
CT62,0.0006464443762421723,0.9975709011353727,0.9989648648274243,0.0004497863284811246
CTA-246H3.12,0.06499669086675475,0.7811656515879819,0.8732397843041634,0.05886648630443726
CTA-250D10.23,-0.5690416053211829,0.03267811548634664,0.10465058343927797,0.9802583460758669
CTA-280A3__B.2,0.5342101122056242,0.0038306771062579896,0.022639792318162273,1.6451275613834928
CTA-29F11.1,0.3980049404580406,0.013807066135259215,0.05662732383349425,1.2469739623326637
CTA-384D8.35,-0.1536679567808692,0.31561239068340446,0.4962237870241972,0.3043224211888758
CTA-445C9.15,-0.20066258314836372,0.3212165503136364,0.5015548482711638,0.29968156713208
CTAG1A,0.22594344928182508,0.11099955262149619,0.24474852110978307,0.6112799237364732
CTAG1B,0.22594344928182508,0.11099955262149619,0.24474852110978307,0.6112799237364732
CTAG2,0.3612158818367712,0.03231340946220187,0.10390461976291766,0.983365142597397
CTAGE1,-0.040543541338649014,0.6788242792383768,0.8052056170934409,0.09409320414580631
CTAGE11P,0.4018515735406689,0.07784821985496639,0.19148018719354684,0.7178761566178898
CTAGE15,-0.1860374934055784,0.07427482480468042,0.18512187076699207,0.7325422695652062
CTAGE4,-0.10769474124198197,0.21636631915081445,0.38605018392888707,0.41335623629519186
CTAGE5,0.33499103515434836,0.003585985119431924,0.02160929045929965,1.665359492934891
CTAGE8,-0.10769474124198197,0.21636631915081445,0.38605018392888707,0.41335623629519186
CTAGE9,-0.10769474124198197,0.21636631915081445,0.38605018392888707,0.41335623629519186
CTB-102L5.7,-0.07785940195339647,0.6214208959360474,0.7622753442313004,0.11788812724225235
CTB-119C2.1,-0.1873413820778742,0.5390073416012282,0.7011648011045285,0.15417989387568473
CTB-12O2.1,0.2850074473352695,0.2323824558203897,0.4050947747822891,0.3924433586378237
CTB-174D11.1,0.3055525723837782,0.22149959537723385,0.39176924363058147,0.4069696618732512
CTB-175P5.4,0.0975996026142365,0.6464543036781645,0.7812281705429622,0.10722210474570691
CTB-176F20.3,0.3721876308037366,0.005591572333426941,0.029677592167648786,1.527571337581793
CTB-25B13.12,0.7571323219101025,2.4767571308643675e-05,0.0006768954982811603,3.16947837418484
CTB-31O20.2,0.27241227977142657,0.06094431535868196,0.16162238091508954,0.7914984997810958
CTB-31O20.9,0.05394391790812447,0.7317298754142179,0.8421736970250133,0.07459832669547252
CTB-43E15.1,-0.17213289163406476,0.5415906246565084,0.7034631443436681,0.15275865107566206
CTB-50L17.7,-0.6815764459287124,0.0004115805222155187,0.004690872225893144,2.328746396587119
CTBP1,0.01410745679418568,0.8575316679178571,0.9218303059818822,0.035349018163824165
CTBP1-AS2,0.014509921977719387,0.8773399303826597,0.9332819656951511,0.02998712619429915
CTBP2,-0.4456902149384181,2.967036529071808e-05,0.0007760222076650957,3.1101258502258275
CTBS,0.5105436407628545,0.009756384778142311,0.04441168097640577,1.3525027885250152
CTC-338M12.4,0.3274597660204446,0.012578562286852751,0.05311082124887406,1.2748169830640725
CTC-378H22.2,-0.2441309223329693,0.4276659880110611,0.6023648918530983,0.22014034842554242
CTC-425F1.4,-0.29275633371007537,0.018990648157715884,0.07166696204430878,1.1446810048419778
CTC-428G20.3,0.05861419830430492,0.6245552222560493,0.7651502291305841,0.11625328736002671
CTC-428G20.6,0.28167597717836834,0.2440175182198292,0.41808342616576455,0.37873704858788254
CTC-429P9.3,0.018891152475250195,0.8490785619578733,0.9164917148693532,0.03787145672771716
CTC-436K13.5,0.05938549133261972,0.6468782579287371,0.7815696107657235,0.10703233533500264
CTC-444N24.11,0.09081727069675338,0.476001921677147,0.6465348967677526,0.1894080290749175
CTC-459F4.3,0.10999215579855282,0.6512736517894875,0.7851424714948012,0.10505152928045686
CTC-462L7.1,0.6086335493373967,0.17893851329990118,0.3405235078297247,0.4678529014653641
CTC-471C19.1,-0.5830568588588161,0.06900384429182362,0.17604455901413119,0.7543773930684058
CTC-510F12.4,-0.16012128596386788,0.35633216647549054,0.5358700165475166,0.2709405422888275
CTC-523E23.1,-0.2746410656882974,0.11082517358886056,0.24447911570892564,0.6117582339626687
CTC-527H23.4,-0.14153860176720556,0.36179813198390426,0.541312769716698,0.2665517276621565
CTC-550B14.7,-0.2168244877941241,0.07258428364511546,0.18225255322614792,0.7393263788165175
CTC1,0.18912810555365933,0.2849569939873747,0.4638151195100066,0.33365509827513606
CTCF,-0.33022194502904867,0.00013281585268316913,0.0020576029497103984,2.68663842616546
CTD-2002J20.1,-0.6605603522165389,0.0051672850633627644,0.028049846761599505,1.5520695069844164
CTD-2012K14.6,0.061694537422980034,0.38099963982194435,0.5586420338711567,0.25286638981028003
CTD-2033C11.1,-0.5837746166037014,0.018995800878121777,0.07166696204430878,1.1446810048419778
CTD-2083E4.7,-0.37253711005211265,0.1327621575504893,0.27651229937079075,0.5582855463481925
CTD-2118P12.1,0.12700498014956363,0.417272259788026,0.5925502632659289,0.22727480458675187
CTD-2165H16.3,-0.19729492835734508,0.1566654620923836,0.3112549167550249,0.5068837794858916
CTD-2256P15.2,-0.11504669967396985,0.4741326708526669,0.6446726633320525,0.19066074520033055
CTD-2269F5.1,-0.12701956487723276,0.09038772914443165,0.2119841050810802,0.673696701969233
CTD-2281E23.2,-0.022943509964231446,0.8892838893770161,0.9394135395930655,0.02714318470186458
CTD-2286N8.2,-0.2968769770481625,0.3659186263706794,0.54523058791831,0.2634197878492839
CTD-2287O16.5,0.30089602690344464,0.3031521916831782,0.4827704995864465,0.31625927597787046
CTD-2311B13.7,0.30639948011337825,0.31695703470329817,0.49745781561616054,0.3032437414949154
CTD-2314B22.3,-0.6588088462240869,0.04393304105101236,0.12830376460576862,0.8917606006513705
CTD-2325A15.5,-0.5255754153397589,0.08055920059768541,0.19607927068991912,0.7075683170963128
CTD-2350J17.1,-0.06743073012417344,0.8250795198030008,0.9015722087287946,0.04499948403132916
CTD-2366F13.2,-0.056500072847390115,0.5922430725460543,0.7406517278257458,0.13038595968494018
CTD-2377D24.6,-0.16447183572924828,0.1313374326255064,0.27464629610028796,0.5612262535297629
CTD-2520I13.1,-0.781950476462077,3.0682796253325985e-05,0.0007889332514895051,3.102959739168336
CTD-2528L19.6,-0.13843864543489826,0.25545082164562244,0.43094675062086385,0.36557638956137156
CTD-2537I9.5,-0.2963610784525219,0.04352121232400073,0.12769661113257658,0.8938206280768424
CTD-2541J13.1,0.01684684703772099,0.9533805241322254,0.9758153603158108,0.01063234993773767
CTD-2541M15.1,-0.4179444141788462,0.06471062676526755,0.1682423121046539,0.7740647718992854
CTD-2554C21.3,-0.16958055675327444,0.4740185203910778,0.6445824209750104,0.19072154272323877
CTD-2555O16.4,-0.7415772091793125,1.7231466190818515e-05,0.000518893798023375,3.284921520093899
CTD-2561B21.11,-0.03658836980775426,0.8778901865092245,0.9335805230160534,0.02984821741136611
CTD-2587H24.10,0.39217187580519663,0.14531616497131472,0.29464582402278955,0.530699709724817
CTD-2611O12.6,0.19377027911604294,0.197675217522908,0.3630525691047887,0.44003048565493186
CTD-2616J11.10,0.20334032709408767,0.32385921532566025,0.504312660494683,0.29730012897756797
CTD-2619J13.13,-0.1129885085945368,0.4732185473416537,0.6437154400139603,0.1913060738562034
CTD-2619J13.17,0.6482170053382381,0.003952129507450675,0.023147410512689096,1.6354975861990264
CTD-3025N20.3,-0.198946371048784,0.3384971210569245,0.5178325650096397,0.28581064150392765
CTD-3028N15.1,-0.08643797003356113,0.6547083625852543,0.7871881763957793,0.10392143765170533
CTD-3064M3.3,0.1676020361658832,0.0797151755632135,0.19467117124689332,0.7106983581635906
CTD-3092A11.2,0.3071816802788998,0.11364930999633281,0.24898221687334982,0.6038316705330735
CTD-3126B10.1,-0.08357472969685276,0.3819856329126669,0.5593376796683289,0.2523259235273898
CTD-3138B18.5,0.6658622878629075,0.00016896863747675595,0.0024707021235440482,2.607179611497641
CTD-3203P2.1,-0.6817288902928587,0.0192534207086988,0.07235751577902867,1.140516352010951
CTDNEP1,0.15109983224778034,0.24215056057970466,0.4164285488482966,0.38045950446825416
CTDP1,0.45402337087419564,0.028376640073472743,0.09468203524535664,1.0237324152304104
CTDSP1,-0.30933924992394424,0.002515912452763997,0.016848746769366256,1.7734323969522905
CTDSP2,-0.21670545818692943,0.04516470581684397,0.13087744478570953,0.8831351926328626
CTDSPL,-0.30616956201848566,0.026939540155745467,0.09139072226086972,1.0390978904305257
CTDSPL2,0.12270094517676178,0.4336245067291768,0.6077048427402006,0.21630730278882576
CTF1,0.056627710415204646,0.8251354855368982,0.9015722087287946,0.04499948403132916
CTGF,0.6854746817748296,0.016622260178463095,0.06514787701776989,1.1860997321308318
CTGLF12P,-0.2684814867696357,0.008930181257009832,0.04187743589465624,1.3780199175111658
CTH,0.12321575661573014,0.4897677987398485,0.6595291862853494,0.18076598076628028
CTHRC1,1.6968803129744998,0.002576935991183127,0.01712697127909475,1.766319430558884
CTIF,-0.2902017557801262,0.0019516632148412298,0.014318025445888968,1.8441168700925565
CTLA4,-0.07132456059581038,0.5680859879712888,0.7225372294586737,0.14113977053417065
CTNNA1,0.13774032094320887,0.14517618712464522,0.29441808190928714,0.5310355209912111
CTNNA2,-0.2526751123555808,0.2537506551939136,0.4289963828379592,0.3675463696337773
CTNNA3,-1.1614249915612973,0.0003514762591003783,0.004185083644433475,2.37829585763419
CTNNAL1,0.3661482733244181,0.03106214320902362,0.10126571522806516,0.9945375655728386
CTNNAP1,-0.08145869218420954,0.4390403048134439,0.6134922610579037,0.21219091134129117
CTNNB1,-0.555073859967278,2.4754624976149193e-06,0.00014574633488610825,3.8364023577267696
CTNNBIP1,-0.5017017540509858,3.344018771016222e-05,0.0008336552650460815,3.079013502647016
CTNNBL1,0.17203450337166082,0.03214045581934537,0.10350481082950581,0.9850394640413433
CTNND1,0.1960000808864315,0.036829257643040895,0.11386797781300328,0.9435983919385796
CTNND2,-0.7416867324701304,0.00014525128277480525,0.0021963066834343775,2.6583070168523255
CTNS,-0.04064308566710295,0.527502650605616,0.6922202213473913,0.15975571811424605
CTPS1,0.5311572194467811,0.00017026083381131075,0.0024878882305029554,2.6041691344177766
CTPS2,0.14286173499844423,0.08308358919690209,0.20020935076423832,0.6985156426884944
CTR9,0.34879823898889484,2.1399590801894064e-05,0.0006099026615426032,3.2147394714287496
CTRB1,0.6115437285237073,0.02576310433347501,0.08855287233769503,1.052797347289495
CTRB2,0.09967044404960301,0.37379795701921786,0.5519528333659695,0.2580980329303923
CTRC,-0.08737387931867424,0.3163334199321232,0.4968086832660743,0.3038108221278027
CTRL,-0.09522843810671144,0.327059877785775,0.5069975825003021,0.29499411149365
CTSA,0.10916985297922466,0.4587322564913262,0.6315169570449619,0.19961498358500152
CTSB,0.17033679451112071,0.2944793007022657,0.4735244948603653,0.32465755054129536
CTSC,0.41708594658856235,0.19855288678040736,0.36424801400548606,0.43860280746136227
CTSD,-0.019766781651350485,0.9068999734790542,0.9497352196990132,0.02239745644984873
CTSE,-0.2295302379252222,0.008482592367905712,0.040321374884838446,1.3944646676657457
CTSF,-0.4317495995562268,0.015340045542556554,0.06131985910646433,1.2123988516871238
CTSG,0.04919547379817679,0.8013147657779965,0.8862793580660577,0.0524293655353506
CTSH,-0.464165251711675,0.031888798014487636,0.10294351929165152,0.987400988768785
CTSK,0.3987439651232112,0.0091368568747591,0.04252813355129455,1.3713236769182497
CTSL,0.6597692522811922,8.962995705657451e-06,0.00033186465838860375,3.4790389949070115
CTSO,-0.26975412302356006,0.043807367249557354,0.12814839788710022,0.892286819000932
CTSS,0.2542738435387957,0.35330778589433876,0.532337067352475,0.27381329226016315
CTSV,0.7745988102890689,0.001353427222284665,0.011061215187117281,1.956197158739354
CTSW,-0.4391447933757462,0.0007728507100409457,0.0073422541797285735,2.134170584835744
CTSZ,-0.5650084241259359,0.017343921678642033,0.0669905828262498,1.1739862437774455
CTTN,0.08796209622052764,0.3430312594698964,0.5219191887425029,0.28239673569524476
CTTNBP2,-0.9972583607848371,2.583157808005297e-05,0.0006952645983872664,3.157849883538993
CTTNBP2NL,-0.029561304236629837,0.7835854875758869,0.874843910179072,0.0580694269719831
CTU2,0.21678271184216769,0.10961917005901685,0.24261587833233147,0.6150807795351775
CTXN1,0.1414619211932031,0.5580526584305687,0.7154111784963779,0.1454442781633363
CTXN2,0.06441455395164386,0.6517536365012964,0.7854097991233713,0.1049036845799124
CTXN3,-0.04051791697480489,0.8709521680927377,0.9302449033609785,0.03140270071870113
CUBN,0.24855412442787106,0.34182667183268445,0.5209239772225724,0.28322565228932095
CUEDC1,-0.2750508751962144,0.030093773595885574,0.09897983004115617,1.0044532962538117
CUEDC2,-0.4952035995332764,2.287958694296356e-08,6.860653605854848e-06,5.163634507632271
CUL1,0.1380596430192469,0.06653064706116842,0.1716209833835001,0.7654296138617847
CUL2,-0.0067847482342209275,0.9612021392821707,0.9802259805588384,0.008673790842150595
CUL3,0.018264148012962167,0.7629712620234376,0.8620526544859622,0.06446620650207668
CUL4A,0.3633496005684069,0.00023581945907418146,0.0031359127318484215,2.503636031639393
CUL4B,0.017939655448554248,0.769740319706928,0.8661469508616618,0.06240841914412609
CUL5,-0.021684257364727344,0.7524455261585994,0.8557460070468259,0.06765511862488022
CUL7,0.2871265111172683,0.010669809478308501,0.047295491108304805,1.3251802605332483
CUL9,0.20516349644908605,0.0844844419644605,0.20237103616374486,0.6938516446700553
CUTA,-0.12081522416107227,0.0847972478103657,0.2029148483626712,0.6926861721582273
CUTC,-0.24566003956547533,0.0032460536511941607,0.020154121386387776,1.6956361300517768
CUX1,0.3405508072111534,0.007934393162941112,0.03843883460325953,1.415229787836113
CUX2,-1.1889644593637048,0.00011487451903969645,0.0018856426448381938,2.7245406085657846
CUZD1,-0.14526034135396237,0.0935083112975283,0.21713229606910966,0.6632755751570866
CWC15,0.03777135630370054,0.6806645844417668,0.8065318249171215,0.09337849112288023
CWC22,0.06026636582529399,0.571817437476123,0.7253764668930858,0.13943653817419446
CWC25,0.10424955802091418,0.06076358901254918,0.16130384165550773,0.7923552892141347
CWC27,-0.08773735335084254,0.27518808515802334,0.453043174529409,0.34386040821585834
CWF19L1,-0.6704217309569529,9.480087112027149e-05,0.001666647849835326,2.7781561536389336
CWF19L2,-0.16858097682628603,0.08962370577696731,0.21086152190459384,0.6760026632624828
CWH43,0.24783770812951733,0.35130551215443745,0.5304464080686505,0.27535848707981475
CX3CL1,-0.3805041876121642,0.012828291038490626,0.053815628809746885,1.2690915808365262
CX3CR1,-1.5796520030931784,1.3481254793699513e-07,2.1580143951718994e-05,4.665945662654559
CXADR,0.5631274097397547,0.06291058918483841,0.16504823706040786,0.7823891101644833
CXCL1,0.5465856985729243,0.003575582156870179,0.021558806037883353,1.6663752947616046
CXCL10,0.44396218852523006,0.05476467379002751,0.150018001156676,0.8238566253846423
CXCL11,0.41203399299758825,0.07960874099050004,0.1945219896347694,0.7110312969746074
CXCL12,-0.03453041340298668,0.7687711391671792,0.8654854426121148,0.06274023252157235
CXCL13,0.7619794231861761,0.009509696112081094,0.043644181028877134,1.3600736515119205
CXCL14,1.1073472941313494,0.10293880663648174,0.2325483484848657,0.6334867404201769
CXCL16,-0.051306030512028755,0.7547199848434144,0.857426182771327,0.06680325880125404
CXCL17,0.008284236873405959,0.9616870615974892,0.9803360086861644,0.008625045014307189
CXCL2,0.27475235082376237,0.2280229793462004,0.3994905554872125,0.39849348355467673
CXCL3,0.18452229334536696,0.5535770876210584,0.7119091631200444,0.1475754171390461
CXCL5,0.39950613206087215,0.13838837986659389,0.2848306851662591,0.5454132254266066
CXCL6,0.695908018841469,0.001948038740473314,0.014301291305060986,1.8446247470563895
CXCL8,1.6445428330978755,0.00017226023135719944,0.0025067808103860396,2.6008836385194383
CXCL9,-0.31263297345868235,0.05323499784476189,0.14707172245111852,0.8324708212492293
CXCR1,-0.1350276172293139,0.31085220043292683,0.49080713046699886,0.3090891364503793
CXCR2,0.15338566382626517,0.5861897370080191,0.7358912377440137,0.13318636818698248
CXCR3,-0.13998684856932275,0.41274670696040083,0.5886112526751245,0.2301714396064385
CXCR4,0.41519411299570663,0.051539984262475344,0.14378943891271312,0.8422730109654256
CXCR5,0.38977302130807256,0.003741581461255756,0.022238489477982983,1.652894715006152
CXCR6,-0.08720244712572,0.5197701932566302,0.686587993678901,0.16330379532418052
CXXC1,-0.2574531493057748,0.0020890056166146037,0.015020239641244484,1.8233231383012327
CXXC4,-0.4910692313121796,0.032375872632862214,0.10402691342493761,0.9828542872413408
CXXC5,0.14279049820605394,0.16601768658788082,0.32343672652415656,0.49021066710997957
CXorf21,0.5259196233490933,0.018612547473657048,0.07069779406140206,1.1505941370080044
CXorf23,-0.05158201967692477,0.6283596842085621,0.7675981677759119,0.1148660705777343
CXorf24,0.1197830306508294,0.3441144212066616,0.522926197536747,0.2815596003568992
CXorf30,0.4532196976623375,0.03830268938813772,0.1170061975697448,0.9317911339883962
CXorf36,0.014135596838125153,0.9106175030548751,0.951790234899399,0.021458755253863086
CXorf38,0.07680972422187438,0.47960242441125694,0.6500376383825003,0.1870614961747097
CXorf40A,0.21317413572373844,0.012052316279400573,0.05157664594742476,1.2875469036460767
CXorf40B,0.2069162967958622,0.007621614529867621,0.03729353558742396,1.4283664417038344
CXorf51A,-0.15747745716424788,0.17712381918109876,0.3384460698586962,0.4705105247003953
CXorf51B,-0.15747745716424788,0.17712381918109876,0.3384460698586962,0.4705105247003953
CXorf56,0.26555362622943246,0.0385196566522459,0.11738956343062056,0.9303705125089275
CXorf57,0.17599119142386055,0.7032527337173624,0.8221542310055816,0.08504670388136396
CXorf65,-0.09791184008948672,0.6823193156971636,0.807346091879765,0.09294025267250097
CYAT1,-0.6163519963846982,0.0935255672646254,0.21713229606910966,0.6632755751570866
CYB561,0.11226068022076063,0.3041131400332671,0.4836821120056968,0.31543997380829975
CYB561A3,0.137729796556064,0.22979943491655125,0.4015784264445027,0.396229626360474
CYB561D1,0.012631354337672818,0.9114382722452355,0.9520726715178631,0.021329900738789785
CYB561D2,-0.04600884115996706,0.588992406980897,0.7380170881421516,0.1319335823505017
CYB5A,-0.032244774155111955,0.7670735929615823,0.8646686500848249,0.06315028676507826
CYB5B,-0.3296191340117467,0.020354638254345,0.07503416175999712,1.1247409647949849
CYB5D1,0.12229107213330082,0.18931363393674314,0.352927718704077,0.4523142311059349
CYB5D2,-0.07447107806639686,0.5007864061263964,0.6696653844878449,0.17414214949513684
CYB5R1,0.16530219895553877,0.15652709808879636,0.3110380733909347,0.5071864468202971
CYB5R2,0.23899601618721444,0.1603172178075431,0.3164672717497705,0.4996711969686614
CYB5R3,-0.31183828384744317,0.0058871471597519666,0.03082571643657633,1.5110868209500419
CYB5R4,0.1330015179713211,0.28157836788996543,0.46043037268643344,0.3368360354874208
CYB5RL,0.13162391317603195,0.29505355149865115,0.47419051115838684,0.3240471407685927
CYBA,-0.16935848375999107,0.41886451511816314,0.5937958134815351,0.22636286869396063
CYBB,-0.6091605341669624,0.005892217419683073,0.03083404772605284,1.510969459713977
CYBRD1,0.13756140327022237,0.5858876065977361,0.7357283264510706,0.13328252276059013
CYC1,-0.3068570778957458,0.03468949321545847,0.1091383642023217,0.9620225598366289
CYCS,0.37361852238687376,0.00019525136993888122,0.002758395266090764,2.559343501183261
CYCSP19,0.02480869469965974,0.9354507212070462,0.9664553721792601,0.01481819550378861
CYCSP33,0.8039038579017781,0.004062741541986615,0.023594044579622213,1.627197604343454
CYCSP44,0.35669291638681333,0.13676716964648283,0.2822167197462239,0.5494172603250291
CYFIP1,-0.2152223006395726,0.010930174972211985,0.0481900500465658,1.317042622672934
CYFIP2,-0.8881813271433074,2.846236991888955e-06,0.00015821510589377507,3.8007520537516353
CYGB,0.018671688383259166,0.9011764984959486,0.9462908830075831,0.023975344077289785
CYHR1,0.08135842064106669,0.5608725152422308,0.71734806256801,0.1442700703094146
CYLC1,0.15468561274808756,0.038782945593467975,0.11797219890894625,0.9282203256004392
CYLC2,0.0587877871457696,0.5795019636292212,0.7309796940562117,0.13609468717596238
CYLD,-0.18399116976511998,0.11202437914362386,0.24633713506017843,0.6084701137960817
CYMP,-0.21113839369201504,0.3707375674703675,0.5490207396271849,0.2604112494742865
CYP11A1,-0.05565855044148016,0.7115285532405438,0.8278290015023322,0.08205936294153786
CYP11B1,0.05878013086862488,0.711152684161336,0.8276178334861071,0.08217015974003375
CYP11B2,0.32130279576751475,0.0025975450178630346,0.017217227095362393,1.7640367921479283
CYP17A1,-0.18096229065734537,0.11040835022239597,0.24376166921443637,0.6130345848432399
CYP19A1,-0.05618684486333336,0.6402107070376118,0.7767758564330516,0.10970428153060013
CYP1A1,-0.33775326384231885,0.04605256895560321,0.13261993684090254,0.8773911832529501
CYP1A2,-0.05096794167507124,0.4733564030212365,0.6438227700966028,0.19123366767458364
CYP1B1,0.47075099975400114,0.09813164890939514,0.22493785586574316,0.6479374489214629
CYP1B1-AS1,0.30336157729374236,0.14187829699546559,0.2896891668776697,0.5380677452284705
CYP20A1,0.5673719124259557,0.024593579281986397,0.08583562342844105,1.066332434207689
CYP21A1P,-0.20841018321015348,0.2456930866481082,0.41984154544812774,0.376914587987731
CYP21A2,-0.20841018321015348,0.2456930866481082,0.41984154544812774,0.376914587987731
CYP24A1,0.9281950574687574,0.003809206973053843,0.022535932305706132,1.6471244705706696
CYP26A1,-0.48023999210096235,0.00922601953312634,0.042784133273853144,1.3687172615757188
CYP26B1,-0.4122577589309513,0.09014403772423807,0.2115250262481019,0.6746382423860173
CYP27A1,0.42194364729730527,0.24560768749386172,0.41984154544812774,0.376914587987731
CYP27B1,0.30312030360934994,0.0906713187994687,0.21243450833505984,0.672774934096278
CYP2A13,0.19855721162328255,0.38635768873028264,0.5632566544118989,0.24929366874341857
CYP2A6,-0.09784324874973116,0.07607673305059504,0.18841731243499416,0.7248791952291614
CYP2A7,0.32580273627460254,0.022022911222002388,0.0792675874753053,1.1009043594438706
CYP2A7P1,-0.5368264030456587,0.0042238644137819565,0.02423230217445914,1.6156053240313437
CYP2B6,-0.013957025227089304,0.9153600204465802,0.9549086762094982,0.02003816068301144
CYP2B7P,-0.16886326579661848,0.3506647346965631,0.5295539935941146,0.27608975241296574
CYP2C18,-0.10418890807170822,0.3081695609524319,0.48800221778098474,0.31157820429266825
CYP2C19,0.1020751908961719,0.3959639034840819,0.5723062800526886,0.24237148844900308
CYP2C8,-0.02215407099844402,0.8829135394124762,0.936163616419723,0.028648241541406487
CYP2C9,0.038913142285098345,0.5519219832713604,0.7108111441441693,0.14824577191572538
CYP2D6,0.0688579441561128,0.6041441835970054,0.7494161666829952,0.1252769423798189
CYP2D7P,0.09842895921947736,0.5663406648969547,0.7212222009604119,0.14193091311131054
CYP2E1,-0.8110662530870716,0.00015191255583513693,0.0022744151292053904,2.643130264420075
CYP2F1,-0.25846957554321826,0.10026969319798087,0.2286325123899553,0.6408620112655455
CYP2J2,-0.680472485074362,0.01164000297854295,0.05033834316741406,1.2981010828895838
CYP2R1,0.48946855530186895,0.016628362216030777,0.06514866241797851,1.1860944964587539
CYP2S1,-0.0443920823173336,0.6630265656839143,0.7930690254177502,0.10068901185837344
CYP2U1,-0.005110592437018724,0.9598329026595984,0.9796014331149736,0.008950588192617803
CYP2W1,-0.15679593229465638,0.498957534671352,0.6681850492611073,0.17510324599217378
CYP39A1,0.23350514479035134,0.3067958089594237,0.4865313052324865,0.3128892103754533
CYP3A4,-0.027599511119959175,0.7770480373629297,0.8705653168161224,0.06019863905711464
CYP3A43,-0.048708430372522926,0.4694736318580653,0.6400361236193757,0.19379551375700402
CYP3A5,0.0536451580016859,0.6529034973150194,0.7859946541044254,0.10458040777846017
CYP3A7,-0.3783224367531792,0.0672020014949289,0.17265883958443584,0.7628111822466482
CYP3A7-CYP3AP1,-0.1911138493876683,0.31562187169155936,0.4962237870241972,0.3043224211888758
CYP46A1,-0.9342456117643483,9.749622048369581e-05,0.0016921502220747214,2.7715610847236323
CYP4A11,-0.08718504035272545,0.31739034406208777,0.4978809626497089,0.30287447941694196
CYP4A22,0.0743978083239325,0.7221985314343133,0.8359998283026399,0.0777938117562273
CYP4B1,-0.4598455753510793,0.12466177214019618,0.26495449025304746,0.5768287159851058
CYP4F11,0.2067882505980121,0.31667886458134953,0.49727784532651803,0.3034008889816698
CYP4F12,-0.06349647053814955,0.8543497407270515,0.9194691793967672,0.03646282373122906
CYP4F2,0.28049671040682966,0.012858763260941089,0.053890368075873184,1.2684888501249851
CYP4F22,0.20782461000096752,0.42639116445732506,0.6013426001123775,0.2208780289195135
CYP4F3,0.24461861790883255,0.23962909819630981,0.4135248874611715,0.38349834787249515
CYP4F30P,-0.10938993558421428,0.74919520226744,0.8533714545114652,0.0688618884927548
CYP4F62P,-0.3017129570518948,0.28201243402554704,0.46085546287109763,0.33643526012002234
CYP4F8,-0.18325594744393126,0.4183403490156799,0.5934874412303475,0.22658846670444863
CYP4V2,0.10830865009350532,0.5337772685783264,0.6976131398423923,0.15638534787580322
CYP4X1,-0.7530855820317717,0.04020593944892622,0.12102141253607228,0.9171377823815979
CYP4Z1,0.02495868013502367,0.8802695746851089,0.9346169581610796,0.029366343182276815
CYP51A1,-0.1435106603134706,0.3200143089461817,0.5006690650693864,0.30044924160429914
CYP51A1-AS1,0.3471357677411122,0.2625377635003397,0.43914432628238786,0.3573927239335271
CYP7A1,0.1403565471830075,0.6936821672662793,0.8156716669626984,0.08848462301276307
CYP7B1,-0.27706246608754714,0.012385302033473395,0.05251604865418215,1.2797079579870043
CYP8B1,0.19877357434227605,0.04537702682806188,0.13135748034867942,0.8815451906232317
CYR61,0.9097459387480011,0.0005487096256980671,0.005729292756798357,2.2418989854980524
CYS1,-0.8564774169370324,1.1906498236563558e-07,2.0608890037108792e-05,4.685945398018933
CYSLTR1,-0.2032974162490131,0.08208410567851822,0.19863271310475708,0.7019492253727514
CYSLTR2,-0.3700165871607606,0.0436507459130086,0.1279884837471358,0.8928291058996038
CYSTM1,0.2500367350757493,0.2507266578913352,0.42557367029470833,0.3710252491327468
