gene_name,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR
VPS13B-DT,ENSG00000253948,126.11362397543004,-0.3777985257555294,0.183345396938916,-2.0605836419301986,0.039342778677821245,0.05478248595146561
SCART1,ENSG00000214279,258.40756745866776,0.4929542831842044,0.23924571111375384,2.060451913179,0.03935535840780466,0.054798307564052885
RPL10,ENSG00000147403,10627.313622143167,-0.37090934348684146,0.18001991399514436,-2.0603795172174446,0.039362273475167055,0.05480624097914037
SNHG27,ENSG00000251676,1.29906593444653,3.254859123425029,1.5798339497150389,2.0602539425185293,0.039374270478877135,0.05482124954192397
RBM22P5,ENSG00000231137,1.1875261539561455,3.078309804795745,1.4941603813508384,2.0602271638421517,0.03937682922922063,0.054823116594101856
LINC02094,ENSG00000227078,10.690831028379026,-0.9854404785619596,0.47839654589355407,-2.0598820936747013,0.03940981393216913,0.054867343314334543
AL050344.1,ENSG00000233755,1.838482158769617,-5.241887010451619,2.5447730973781173,-2.059864203945075,0.03941152462206509,0.054868028170849126
COPG2,ENSG00000158623,1835.5015333466881,0.32321476895853896,0.15691521671629777,2.0598051337679397,0.03941717360431611,0.054874195636486704
Y_RNA,ENSG00000202146,1.4366405399642632,3.3709895558654392,1.6365801497183268,2.0597766363264416,0.03941989910926598,0.05487629295896734
MUL1,ENSG00000090432,1257.494026867395,0.2896065165387719,0.1406915167412677,2.058450454204425,0.03954691270031555,0.05505140577784495
AC009975.2,ENSG00000282998,5.245430520651601,-1.329570806001014,0.6459384895538673,-2.0583551336588,0.03955605528372167,0.05506243012949092
ARHGEF33,ENSG00000214694,195.974411419875,-0.3526155174703261,0.1713561858860501,-2.057792752838298,0.039610032052652955,0.0551358615106791
CDH10,ENSG00000040731,1556.8576541082032,-0.8141834718620672,0.39569112853266075,-2.057623770543705,0.039626263019474826,0.055156749060808745
AC069185.1,ENSG00000255046,8.700719618021825,0.7765110177084014,0.377434702140709,2.057338695419997,0.03965365764604981,0.05519317380557496
FMO2,ENSG00000094963,78.15345689046711,-0.7533594065451769,0.3661877594462178,-2.057303629385305,0.039657028467452275,0.05519615905321484
Y_RNA,ENSG00000200494,1.0469990189747205,2.9479640539567695,1.4329369433900345,2.0572880527334942,0.03965852589500777,0.05519653673614527
AP003390.1,ENSG00000254854,12.554922379810526,-0.770524541549511,0.37460105826938345,-2.0569203544412056,0.03969388770971442,0.055244045222234944
AC004908.2,ENSG00000272812,46.918102083571966,0.38382154913877986,0.18661241620058114,2.056784628554553,0.03970694732774872,0.05525924727621243
LINC02840,ENSG00000224893,1.0344697666467577,2.90106952297396,1.4104940911738066,2.056775381851974,0.03970783718311656,0.05525924727621243
PRR23C,ENSG00000233701,1.009583525853825,2.4591705504355694,1.1956476729909562,2.0567685665158075,0.03970849306704885,0.05525924727621243
AL450426.1,ENSG00000283001,1.7005959833048423,1.855133116390341,0.9020117555320184,2.0566617951627015,0.03971876956609743,0.055271839729719024
CCL26,ENSG00000006606,5.006343715372809,1.171902512859173,0.569811645725224,2.056648932416328,0.03972000772839225,0.055271854226152654
TRIM35,ENSG00000104228,1165.2574453385557,0.23798945755524328,0.11573143894720425,2.0563941805286996,0.039744536782129046,0.05530427785351181
ZBTB7B,ENSG00000160685,753.2051795163534,0.43653067321915534,0.212284497104669,2.0563473978220816,0.0397490427010771,0.055308838269141056
AC073195.1,ENSG00000271855,25.848591916401972,-0.5282085578709692,0.2569000726650515,-2.056085669386525,0.0397742593109856,0.055342215420221316
TRAJ35,ENSG00000211854,1.2971970584187316,3.2351215338432433,1.5742781909589343,2.0549872013869703,0.039880240917040365,0.05548796408221783
IFNWP19,ENSG00000238271,0.9627944112024722,-2.925448116055807,1.4236398805935162,-2.0549073933192896,0.0398879502298115,0.055496975349874335
OR12D2,ENSG00000280236,1.291834701284428,2.796909586040858,1.3611395738687324,2.0548293795406103,0.03989548743965476,0.05550574661739964
FEM1AP4,ENSG00000235876,0.594443952483764,-2.8598659352147964,1.3918914591999192,-2.054661601888621,0.03991170117490664,0.05552658843577125
SDK1-AS1,ENSG00000236708,5.771724815054174,1.5569061732078722,0.7579531593333616,2.054092860536671,0.03996670493517904,0.05560139337073007
KRT7,ENSG00000135480,15.606137251602728,-0.8510341234154691,0.4143676420990313,-2.0538141422058174,0.03999368364068622,0.05563720663205874
LINC01072,ENSG00000236076,1.0455963765339154,2.9320502310333407,1.4276509506780988,2.053758469211742,0.03999907439184259,0.05564298652884128
DNAJB6P3,ENSG00000231802,1.184254927463751,3.105463168412468,1.5123332269370329,2.0534252062305356,0.040031356748772846,0.05568617400960989
RNU6-898P,ENSG00000202497,1.3263401356114595,3.2554774440133025,1.5855008215271638,2.0532802000554042,0.04004541003575113,0.05570400180445804
AC073283.2,ENSG00000226087,5.630410041290658,1.186365490944594,0.5778185409677996,2.0531800328828615,0.04005512019039815,0.055715787296509625
RPL7P23,ENSG00000244363,7.912371741058871,-0.7407189988120287,0.360811268880894,-2.0529264540696612,0.04007971091985599,0.05574785045216809
SLCO1B1,ENSG00000134538,1.54512024531697,3.0623643937395193,1.4917138374347814,2.0529167973702647,0.040080647628452974,0.05574785045216809
RNU4-65P,ENSG00000222405,5.134258329083903,1.2778571096067264,0.6224642843103562,2.0529002897290667,0.04008224892762123,0.05574835530377473
RCBTB2P1,ENSG00000235150,1.1069390245279334,2.995962546291983,1.4595049207498494,2.0527252109247764,0.040099235526642116,0.05577025809181319
FTLP16,ENSG00000229735,0.49662166735314517,-2.9964363173030177,1.4598885305039844,-2.0525103490391725,0.040120090328097296,0.055797539279598775
RNU6-296P,ENSG00000207338,1.1625292572807453,3.084481528007872,1.5028881060710182,2.0523693783641646,0.04013377814066125,0.055814851506423305
NAP1L4P3,ENSG00000234145,5.022352180464063,-1.2337228238561917,0.6011581266125366,-2.0522434435147554,0.04014600937109336,0.055830137028211164
AC021678.3,ENSG00000253907,1.5154833148271776,3.4623262907741092,1.6872123468881337,2.052098716062602,0.04016006970891383,0.05584796522489703
AP005271.1,ENSG00000265554,1.0364742105068947,2.92407257706783,1.424937823953752,2.0520702924106913,0.04016283157026089,0.05585008075806434
ZNF542P,ENSG00000240225,1180.3770962158076,0.5093610565078796,0.2482581982603221,2.0517391170855372,0.040195022995550424,0.055892377348889126
SLC41A2,ENSG00000136052,851.9157873026024,0.4069923681379356,0.19836528380566604,2.0517318369914808,0.0401957308924595,0.055892377348889126
RN7SL122P,ENSG00000263529,1.3234942435094788,2.404893202716508,1.1722955832349238,2.051439276159566,0.040224187478476586,0.05593021886195563
LINC01239,ENSG00000234840,24.040788635879967,2.5510790143945608,1.2436557425223338,2.051274261171795,0.04024024556666429,0.055950818925370925
LRRC4C,ENSG00000148948,1433.7834360369043,-0.7308698812169512,0.3563130324130322,-2.051201653409463,0.04024731296131729,0.055958917267535845
MIR6070,ENSG00000278433,1.1055807888173002,3.009605929516167,1.4672584214195323,2.0511764564312096,0.040249765796209924,0.05596059933229075
NDST1,ENSG00000070614,6420.135485871231,0.30708641596084113,0.14972385030180746,2.0510186943618427,0.0402651262462494,0.055980226629193094
AC069023.1,ENSG00000235637,1.9968652359938892,2.006841591489045,0.9784851835075117,2.050967787059638,0.04027008387913509,0.055985390221567
AC009396.3,ENSG00000258874,1.0282951817801225,2.4411953362788745,1.1902991784577284,2.0509090323341512,0.04027580638072819,0.055991616819133574
AL049874.4,ENSG00000258764,1.2609413968060394,3.189628892799744,1.5553445945198279,2.050753835541158,0.04029092531387504,0.0560109055924327
RNA5SP198,ENSG00000222308,1.3012252221280574,2.7604505964890915,1.3463327820115507,2.050347903112567,0.04033049312547006,0.05606418002209469
AL365226.1,ENSG00000237643,4.160233023312017,1.3865971501567633,0.6763792226772651,2.050029190234868,0.04036158239567056,0.05610566534523229
F11,ENSG00000088926,12.92898856015071,1.3925442464404432,0.6792933107767369,2.049989635328722,0.04036544224862111,0.05610929831693808
SLC22A11,ENSG00000168065,5.371098352061783,0.9894294058844234,0.4827068578375479,2.0497521214364225,0.04038862594899166,0.05613972768380775
PHF20,ENSG00000025293,2973.014309596241,0.22562456914577136,0.11007473602413799,2.0497398158310802,0.04038982740511449,0.05613972768380775
AC113139.1,ENSG00000271555,2.534804615849399,1.3216418871627635,0.6449563070110879,2.04919600412566,0.04044295265797558,0.05621009804295646
AC013451.2,ENSG00000258976,2.7355886141764296,1.2679695503723376,0.618761571898613,2.0492053934146064,0.04044203491098777,0.05621009804295646
AL359893.2,ENSG00000253041,1.3777218734556338,3.33348173499675,1.6268701380527877,2.0490152575955554,0.04046062299522509,0.056232921296061944
